symbol,date,open,high,low,close,volume,fut_oi,fut_oi_change,call_oi,put_oi,call_oi_change,put_oi_change,total_oi,pcr_oi,pcr_volume,atm_call_oi,atm_put_oi,atm_pcr,otm_call_oi,otm_put_oi,max_pain,max_pain_distance,return_1d,return_5d,return_10d,return_20d,intraday_range_pct,close_to_high_pct,gap_pct,sma_20,sma_50,price_vs_sma20,price_vs_sma50,log_return,rsi_14,rsi_signal,macd,macd_signal,macd_histogram,bb_position,bb_width,sma_crossover_5_20,ema_crossover_9_21,stochastic_k,stochastic_d,atr_pct,iv_current,iv_percentile,iv_rank,delta_proxy,gamma_proxy,theta_proxy,vega_proxy,iv_hv_ratio,pcr,pcr_ma5,pcr_change,max_pain_distance_pct,call_oi_change_pct,put_oi_change_pct,oi_buildup_signal,hv_10,hv_20,hv_ratio,volatility_regime,volatility_trend,range_volatility,momentum_5d,momentum_10d,trend_strength,price_acceleration,volume_trend,oi_trend,future_return,label,_symbol
NIFTY,2024-01-15,22050.2,22149.9,21995.0,22133.3,10345800,12384650,454550,135535125,205752075,10479150,26449400,353671850,1.5180719758070094,0.9041114628956819,71867050,65808250,0.9156943272334123,46011150,138020075,22000.0,-0.006022599431625617,0.008488631703649663,0.02566086873915352,0.011165476565747845,0.0,0.00699850451582012,0.8928340865068347,0.0047022372078188695,21771.79090909091,21771.79090909091,0.016604471925097286,0.016604471925097286,0.008452805868326469,59.313314533953154,0,25.50056904482335,1.8138467548900583,23.686722289933293,1.0409457132780882,0.030695264825135248,1,1,97.44182462627529,72.14027741994683,0.009648563271385002,0.08831936220125504,63.63636363636363,0.6320936528120098,0.6583518344197565,0.0074957766654472294,-0.0739167443898509,0.001961206062370451,0.7501205041833077,1.5180719758070094,1.1497406858163886,0.08429262220155387,-0.006022599431625617,0.08379567629615459,0.14751257893949435,1,0.11774023191433826,0.11774023191433826,0.9999999991506727,0,0,0.009009292115903374,0.02566086873915352,0.011165476565747845,48.19454425609554,-0.003899246581006155,-0.24520125194248066,-0.08449130112087688,-0.004689766099045256,0.0,NIFTY
NIFTY,2024-01-16,22089.9,22138.0,21964.7,22029.5,10321500,12209500,-175150,163959425,199299875,28424300,-6452200,375468800,1.2155438761754622,0.9953591699458151,78681250,72305450,0.918966716975137,70624250,123806775,22000.0,-0.0013391134614948138,-0.004689766099045256,0.019089275264434935,0.01253633929699971,0.0,0.007866724165323738,0.3739180611653904,-0.0019608463265756945,21793.266666666666,21793.266666666666,0.0108397394914026,0.0108397394914026,-0.004700797555557288,54.96503990394799,0,34.23017955029354,8.775515550837607,25.454663999455935,0.8359155725746489,0.03226923779780961,1,1,81.44552319308328,88.00061721204541,0.009541750834108815,0.08728166565008469,58.333333333333336,0.5504647861201456,0.6697891342793831,0.007819148716796943,-0.07603986693064366,0.0002666708486948688,0.7581421871886214,1.2155438761754622,1.2168474421639996,-0.30252809963154714,-0.0013391134614948138,0.20971906728975237,-0.031359100509678946,0,0.11561673881738913,0.11512572054317735,1.0042650605917478,0,0,0.008895324501181075,0.019089275264434935,0.01253633929699971,44.56735970849282,-0.013178397802694919,-0.20970905900134607,-0.055580570287081854,-0.01997094804693711,0.0,NIFTY
NIFTY,2024-01-17,21743.7,21854.75,21563.3,21589.55,22966400,11165700,-1043800,246508875,172405975,82549450,-26893900,430080550,0.6993905391844412,0.938929821473143,103677500,78439850,0.7565754382580598,132944400,83568425,22000.0,0.019011512514156188,-0.01997094804693711,-0.005506907241663583,-0.0004837962962963571,0.0,0.013499586605556889,0.09006690684505379,-0.012973512789668367,21777.596153846152,21777.596153846152,-0.008634844384004303,-0.008634844384004303,-0.02017306290685516,41.93496241614346,0,15.398247439086845,10.177115712234906,5.221131726851938,0.2352322307227696,0.03261289849431841,1,1,13.646170442284701,64.17783942054776,0.010648314008041292,0.09106185467032396,92.3076923076923,0.8478277726841283,0.561434795819645,0.010367581912238476,-0.057391418251891604,0.0035623327952817776,0.6292747567235051,0.6993905391844412,1.1444607956319663,-0.5161533369910211,0.019011512514156188,0.5034748688585606,-0.13494188092190224,0,0.15340548857949765,0.14470921268403564,1.0600948317536656,1,1,0.009546672050625647,-0.005506907241663583,-0.0004837962962963571,43.11590008401721,-0.015281181947891853,0.640356378108202,0.06322962210106642,-0.0028763915875966717,0.0,NIFTY
NIFTY,2024-01-18,21461.95,21574.0,21316.8,21527.45,22782600,11089750,-75950,280598925,266732375,34090050,94326400,558421050,0.9505823124589661,1.0368559360973393,127256250,126915450,0.9973219390010314,143701100,126838575,21450.0,-0.0035977321977289796,-0.0028763915875966717,-0.006965442640041175,-0.011865445390263019,0.0,0.011947536749591833,0.8190124416793116,-0.005910266772582038,21759.72857142857,21759.72857142857,-0.01067469985510583,-0.01067469985510583,-0.0028805363517638446,40.5771787585703,0,-2.4967739509120292,7.525728538515913,-10.022502489427943,0.18306774220668803,0.03368132966152095,1,-1,25.28507982234733,40.12559115257178,0.010821233886436693,0.09291821145679477,92.85714285714286,0.9938553377603152,0.46395383727023465,0.01265062228112701,-0.04037949404177745,0.003964308844126251,0.6695989549729557,0.9505823124589661,1.163473611446267,0.2511917732745249,-0.0035977321977289796,0.13829136983404755,0.5471179290624933,1,0.14600161731134972,0.13876695998366323,1.0521353009630294,0,1,0.009851402568458328,-0.006965442640041175,-0.011865445390263019,42.67436792540366,0.017094556459340438,0.5126502352374085,0.3727630140845486,0.0067216507296499195,1.0,NIFTY
NIFTY,2024-01-19,21627.0,21708.0,21579.3,21672.15,12583200,11172000,82250,136215075,130553275,24559350,26124950,277940350,0.9584348501808628,0.9745736271908914,58040250,45347300,0.781307799328914,68015700,81306125,22000.0,0.015127709987241621,0.0067216507296499195,-0.012523351710939878,-0.00558414415075803,0.0,0.005938497103425397,0.7214452214446738,0.004624328473646404,21753.89,21753.89,-0.003757488890492544,-0.003757488890492544,0.006699161157170324,44.74583666642425,0,-7.373720520990901,4.437169724068801,-11.810890245059703,0.38519751188602996,0.0327300300910214,1,-1,42.65394310406417,27.195064456232075,0.010639395326655251,0.09095305693021566,80.0,0.8392693591347528,0.5179263549206146,0.011810285021635992,-0.02428173641570668,0.002693084297750774,0.6612831374883885,0.9584348501808628,1.0684047107613484,0.007852537721896757,0.015127709987241621,0.08752474728832264,0.09794442838069432,1,0.15124752475856998,0.13754026332734726,1.0996599903886566,0,1,0.009738630915434596,-0.012523351710939878,-0.00558414415075803,44.5695604005082,0.009598042317246591,-0.15940518658062452,-0.3036110106391988,-0.022051342391041118,0.0,NIFTY
NIFTY,2024-01-23,21760.2,21783.0,21153.2,21194.25,25264100,7888100,-3449500,197589075,145884675,40835700,10669150,351361850,0.7383235889939765,0.9774139991249076,50416250,61745250,1.2247092951181415,140887200,66282175,22000.0,0.038017386791228756,-0.022051342391041118,-0.04242702172744228,-0.017854867223829896,0.0,0.029715606827323413,0.06517942203873102,0.004062817948380722,21718.9125,21718.9125,-0.02415694155957393,-0.02415694155957393,-0.02229810765770578,38.32212257100147,0,-39.96611499529536,-4.700695252963559,-35.2654197423318,-0.09165909297397484,0.04082915625981268,-1,-1,4.118591351459328,24.01920475929028,0.012277588766494957,0.11245023034078681,100.0,0.9999999968911542,0.4142231381301475,0.016785034329572967,-0.05347570589408339,0.002167760926404744,0.7077749387390978,0.7383235889939765,0.9124550333987418,-0.2201112611868863,0.038017386791228756,0.29978840447725774,0.08172257647309115,1,0.1816889791757549,0.15887851365624725,1.1435717447263112,1,1,0.01156026029746789,-0.04242702172744228,-0.017854867223829896,40.060369793281225,-0.028772993120691037,0.5745316279298769,-0.1186307131297546,0.013369192115786133,1.0,NIFTY
NIFTY,2024-01-24,21160.0,21505.0,21141.0,21477.6,21343000,5285350,-2602750,196908825,180641975,-680250,34757300,382836150,0.9173889235284401,0.9007886460303062,91348850,69236400,0.7579340079267555,95268800,102603375,22000.0,0.024323015606958015,0.013369192115786133,-0.02505277014911833,-0.00644173411019644,0.0,0.016947889894587852,0.9247252747250168,-0.0016160043407999812,21704.717647058824,21704.717647058824,-0.01046397611579164,-0.01046397611579164,0.013280613080284963,47.585798816568015,0,-46.79139527578445,-13.312761754974467,-33.478633520809986,0.2447973383372293,0.04100261356059079,-1,-1,33.363068688667326,26.71186771473028,0.012735028920496572,0.1160143125459067,100.0,0.9999999972012596,0.513024043804743,0.021233461670399432,-0.059065223540972635,0.0053516863744209504,0.7017806973084746,0.9173889235284401,0.8528240428693374,0.1790653345344636,0.024323015606958015,-0.003442751073155234,0.23825189314778952,0,0.19669029638135513,0.16531419704285968,1.1897967614443974,1,1,0.012258604383992169,-0.02505277014911833,-0.00644173411019644,35.36167027440426,0.03542053450682725,0.285848377974236,-0.04321577203334359,-0.007084124855663454,0.0,NIFTY
NIFTY,2024-01-25,21455.0,21474.15,21243.0,21325.45,14515400,2964250,-2321100,224822275,181043925,27913450,401950,408830450,0.8052757450301578,0.9396428660338156,98018800,90698850,0.9253209588364681,118919300,79177175,21300.0,-0.0011934097521975257,-0.007084124855663454,-0.012232770020681238,-0.01767231253253232,0.0,0.010839161658956854,0.3566947869347374,-0.0010522590978507163,21683.647222222222,21683.647222222222,-0.01651923306772518,-0.01651923306772518,-0.007109336406556074,40.79441867903403,0,-61.03707182172002,-23.032723024122742,-38.004348797597274,0.11669494488259352,0.04309683070228724,-1,-1,18.2822876400022,18.587982560042956,0.012908285639927875,0.11533862476530068,94.44444444444444,0.9810892508754785,0.41667667004808767,0.02226788867511098,-0.04355517968068408,0.0034175479961884667,0.7133055262120755,0.8052757450301578,0.8740010840384806,-0.1121131784982824,-0.0011934097521975257,0.14175824775755988,0.0022251196046765985,1,0.19711674861524658,0.16169596400922648,1.2190579381566577,1,1,0.012255418827568641,-0.012232770020681238,-0.01767231253253232,34.73332610690744,-0.020453316971449587,-0.12831048226552555,0.03271836520733906,0.03752793024297252,1.0,NIFTY
NIFTY,2024-01-29,21717.15,22150.0,21717.15,22125.75,290200,89700,89700,106135525,127928875,26298200,45261500,234154100,1.2053351128191998,0.8318503850376854,52189650,14752850,0.28267769567337586,31879600,111151225,21000.0,-0.050879631198942406,0.03752793024297252,0.02779242316205588,0.02063339399265174,0.0,0.019563178649311258,0.9439759732006596,0.018367724948359858,21706.915789473685,21706.915789473685,0.019294966387137347,0.019294966387137347,0.036840893476478426,55.03855963079916,0,-19.90430920088329,-22.397891371168654,2.4935821702853644,0.9210800355782685,0.0458225628309243,-1,-1,97.59663032704681,49.74732888523878,0.01460612311769899,0.12027460805896023,100.0,0.9999999974994158,0.747179503291671,0.02777138840297009,0.10157862803914557,0.008898545616414297,0.5613055962887453,1.2053351128191998,0.9249516441105274,0.40005936778904205,-0.050879631198942406,0.11697328478683885,0.2500028653267432,1,0.2787827335611275,0.2142765167460727,1.3010419324736053,1,1,0.013534566507361994,0.02779242316205588,0.02063339399265174,32.20274878721379,0.04461205509863597,-0.9813380286218822,-0.29263832915368404,-0.009665209088957405,0.0,NIFTY
NIFTY,2024-01-30,22198.95,22200.0,21890.0,21911.9,268400,122050,32350,148478925,121640725,42343400,-6288150,270241700,0.8192457279711582,1.0039247965062383,71460550,26326650,0.36840816366512713,63613050,92431825,22000.0,0.004020646315472348,-0.009665209088957405,0.011062584930429109,-0.0015993074224266435,0.0,0.01414756365262711,0.07064516129030449,0.003308362428392291,21717.165,21717.165,0.008966870215334266,0.008966870215334266,-0.009712220383563073,55.04608050043277,0,-1.9008295854364405,-18.25066474642071,16.34983516098427,0.6976313000210833,0.04537171093027522,-1,1,72.79508970726427,62.89133589143776,0.014950291198585491,0.12100147571824767,100.0,0.9999999975440549,0.5600031054925066,0.035290407805906754,-0.02970009219154579,0.01005535403220306,0.5717799907806654,0.8192457279711582,0.8971138196685864,-0.38608938484804156,0.004020646315472348,0.3989559574892573,-0.04915348469999443,0,0.27815804588688403,0.21162243802177014,1.3144071505632522,1,1,0.013746424982252448,0.011062584930429109,-0.0015993074224266435,28.473716197712942,-0.04719313933192992,-0.9809213210634586,-0.17980538407152868,0.007819951715734241,1.0,NIFTY
NIFTY,2024-01-31,21890.3,22104.0,21858.5,22083.25,233300,139550,17500,168647225,151920875,20168300,30280150,320707650,0.9008204848908721,0.7913384067046856,97410250,19739950,0.20264756532295114,50324850,130054975,21000.0,-0.04905301529439734,0.007819951715734241,0.04194533894806374,-0.0022612985862929813,0.008878929503081334,0.011117023083105974,0.9154786150709102,-0.0009857657254734725,21726.8825,21734.597619047618,0.01640214605109591,0.0160413542989557,0.007789534365215823,56.80438842203552,0,23.368324018112617,-9.849378807713354,33.21770282582597,0.8465705625766733,0.047327002989364736,1,1,88.97544853634665,86.45572285688591,0.01489008314317088,0.121555842655961,100.0,0.9999999975770434,0.554327659270489,0.03303284134270688,-0.014216284111635424,0.005882282030459351,0.5850363295123892,0.9008204848908721,0.9296131988479657,0.08157475691971383,-0.04905301529439734,0.1358327452869153,0.24893102207340512,1,0.2776048227114412,0.20777486194536096,1.3360847408520242,1,1,0.014158276838981031,0.04194533894806374,-0.0022612985862929813,24.652777461332867,0.017485160804691646,-0.9821319296214006,-0.00818409519646901,-0.0027690670530833295,0.0,NIFTY
NIFTY,2024-02-01,22105.0,22184.4,22004.25,22022.1,261800,182300,42750,294912375,239217175,126265150,87296300,534311850,0.8111466160075514,0.8514088608565105,157701900,63020300,0.3996166184427708,122643800,173426575,21700.0,-0.014626216391715529,-0.0027690670530833295,0.025351994636272135,-0.00033591320729031704,0.01219621496776857,0.008180418761153635,0.0990840965861143,0.0009849093770165171,21740.15,21747.66590909091,0.012969091749596817,0.012619013555582148,-0.002772908011475067,54.60822708400814,0,38.55181536444434,-0.09718145781385588,38.64899682225819,0.7655876210128469,0.04883168763715063,1,1,83.20113314446792,81.65722379602629,0.014750280075793985,0.12128412129793323,95.45454545454545,0.9934163069577311,0.5706296637285859,0.02806653819510494,-0.1295087273340291,0.006260375732912209,0.5866860488346249,0.8111466160075514,0.9083647373437879,-0.08967386888332063,-0.014626216391715529,0.7486939082454515,0.574616885270046,1,0.2768802005817965,0.20672746774902806,1.3393488705816328,1,1,0.014189646298564021,0.025351994636272135,-0.00033591320729031704,20.775607597787573,-0.01058901876881757,-0.9782753733349708,0.5108529173617411,0.009513170860181441,1.0,NIFTY
NIFTY,2024-02-02,22154.7,22466.95,22149.95,22231.6,577500,289550,107250,123920425,126704625,27650500,28756900,250914600,1.0224676440546423,0.8979708170737146,55211150,21658250,0.39228036365842767,52747600,102857925,22000.0,-0.010417603771208485,0.009513170860181441,0.04249148318089402,0.029738924618623264,0.02924074074074068,0.014258982709296679,0.25757097791789296,0.00602122413393828,21771.73,21768.706521739132,0.021122345353354888,0.021264170096583435,0.009468205600138637,57.73647183876695,0,64.10329765046117,12.819158980298994,51.28413867016218,0.903789109390594,0.05231033938787763,1,1,82.25046193294737,84.80901453792065,0.015568894212356674,0.12412416409104025,100.0,0.9999999977189891,0.8208772175436545,0.026432322383467977,-0.009849527791392232,0.005009226844811693,0.6002684565279052,1.0224676440546423,0.9518031171486847,0.21132102804709085,-0.010417603771208485,0.09375835788511758,0.12021252236592125,1,0.2557858680048446,0.20678108716386157,1.236988698480199,1,1,0.014265585908938002,0.04249148318089402,0.029738924618623264,18.226864971462902,0.01228223791326477,-0.9411431978352927,-0.22092175025750938,-0.006396300761078666,0.0,NIFTY
NIFTY,2024-02-05,22201.0,22305.1,22055.05,22089.4,335600,322650,33100,154262575,137727525,30342150,11022900,292312750,0.8928123039564198,0.8713885702950671,72585900,29710000,0.4093081438681617,68858550,105705775,22000.0,-0.0040471900549585525,-0.006396300761078666,-0.0016428821621865541,0.02610388132361252,0.013928701755030248,0.011319909096670768,0.1373725254948552,-0.0013764191511181627,21786.902500000004,21782.068750000002,0.013884373880132639,0.014109369203051392,-0.006416844743306092,52.06460592704288,0,73.41613384088487,24.9960577309415,48.420076109943366,0.757690179120428,0.053880104889990926,1,1,71.52607564387264,78.99255690709599,0.015454083341848515,0.12498794871968034,100.0,0.9999999977630635,0.7910018577579355,0.020691805687992802,-0.1282990605222102,0.004466913587480128,0.6043309165692502,0.8928123039564198,0.8892985553761287,-0.12965534009822255,-0.0040471900549585525,0.24485188781429695,0.08699682430692644,1,0.2586637314275633,0.20682037809482962,1.250668496427833,1,0,0.014202823143645895,-0.0016428821621865541,0.02610388132361252,17.888467632877624,-0.015909471621260107,-0.9556509960685851,-0.12401931077081707,0.007544342535333648,1.0,NIFTY
