SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
DRCSYSTEMS, EQ, 02-Jan-2026,17.39,17.39,17.5,17.2,17.24,17.24,17.28,24249,4.19,245, 20606, 84.98
DREAMFOLKS, EQ, 02-Jan-2026,107.43,107.43,109.59,106.63,108.5,108.99,108.11,90712,98.07,2690, 50210, 55.35
DREDGECORP, EQ, 02-Jan-2026,997.3,1005.0,1016.5,960.4,962.1,963.95,981.96,229349,2252.11,9792, 94217, 41.08
DRONE, SM, 02-Jan-2026,67.45,68.35,68.35,66.5,67.0,66.75,67.17,14500,9.74,29, 10000, 68.97
DRREDDY, EQ, 02-Jan-2026,1253.4,1249.0,1257.6,1236.0,1257.6,1256.1,1246.24,1591218,19830.34,30169, 993286, 62.42
DSSL, EQ, 02-Jan-2026,1014.6,1004.5,1013.9,992.7,1006.7,1005.0,1003.75,95378,957.36,5177, 25821, 27.07
DTIL, EQ, 02-Jan-2026,158.66,160.98,160.98,158.7,159.0,158.94,159.3,1589,2.53,72, 1265, 79.61
DTL, SM, 02-Jan-2026,146.0,146.0,146.0,146.0,146.0,146.0,146.0,1200,1.75,1, 1200, 100.00
DUCOL, SM, 02-Jan-2026,159.85,149.9,151.85,149.4,151.85,151.6,150.56,5600,8.43,7, 4000, 71.43
DUCON, EQ, 02-Jan-2026,3.51,3.58,3.65,3.54,3.59,3.58,3.59,254948,9.16,631, 216787, 85.03
DUGLOBAL, SM, 02-Jan-2026,30.15,30.95,30.95,30.95,30.95,30.95,30.95,2500,0.77,1, 2500, 100.00
DURLAX, SM, 02-Jan-2026,42.0,40.35,41.95,39.75,40.0,41.0,41.09,150000,61.63,22, 140000, 93.33
DVL, EQ, 02-Jan-2026,278.3,278.3,286.95,278.3,283.5,283.4,283.23,14041,39.77,541, 7507, 53.46
DWARKESH, EQ, 02-Jan-2026,37.24,37.22,38.09,37.01,37.99,37.88,37.7,335851,126.6,3131, 196765, 58.59
DYCL, EQ, 02-Jan-2026,336.65,339.35,346.5,336.55,343.55,343.1,340.02,107306,364.86,5317, 44539, 41.51
DYNAMATECH, EQ, 02-Jan-2026,9261.0,9320.5,9540.0,9273.5,9500.0,9503.0,9446.76,18824,1778.26,5268, 7808, 41.48
DYNAMIC, SM, 02-Jan-2026,130.3,130.95,135.0,127.2,130.95,129.25,131.72,34500,45.44,48, 28000, 81.16
DYNPRO, EQ, 02-Jan-2026,248.2,251.75,258.15,245.8,253.05,255.75,250.46,55023,137.81,1730, 35577, 64.66
E2E, EQ, 02-Jan-2026,1999.2,2003.0,2068.6,1976.0,2038.0,2027.5,2027.15,86603,1755.58,11018, 35896, 41.45
E2ERAIL, ST, 02-Jan-2026,174.0,330.6,347.1,314.2,328.0,327.8,338.49,2938400,9946.2,2111, 2936800, 99.95
EASEMYTRIP, EQ, 02-Jan-2026,7.36,7.38,7.47,7.31,7.47,7.44,7.4,7493755,554.8,9110, 3984650, 53.17
EBANKNIFTY, EQ, 02-Jan-2026,59.9,61.1,61.1,60.16,60.69,60.6,60.57,1968,1.19,35, 1536, 78.05
EBBETF0430, EQ, 02-Jan-2026,1564.32,1568.39,1568.39,1561.27,1561.74,1563.19,1563.06,21263,332.35,733, 16212, 76.25
EBBETF0431, EQ, 02-Jan-2026,1396.59,1399.86,1399.86,1395.96,1399.55,1398.58,1398.52,12644,176.83,152, 9474, 74.93
EBBETF0433, EQ, 02-Jan-2026,1274.25,1274.26,1276.58,1273.02,1276.48,1276.46,1276.17,9674,123.46,110, 9532, 98.53
EBGNG, EQ, 02-Jan-2026,310.25,310.45,315.25,306.0,309.5,310.7,312.04,48763,152.16,1822, 25465, 52.22
ECAPINSURE, EQ, 02-Jan-2026,24.04,24.47,24.47,23.65,24.09,24.25,24.17,32347,7.82,351, 26438, 81.73
ECLERX, EQ, 02-Jan-2026,4821.7,4815.0,4815.0,4706.2,4715.6,4721.5,4740.69,29666,1406.37,8690, 11955, 40.30
ECOLINE, SM, 02-Jan-2026,132.0,129.0,130.0,129.0,130.0,130.0,129.4,5000,6.47,3, 5000, 100.00
ECOSMOBLTY, EQ, 02-Jan-2026,198.05,198.06,201.0,197.26,201.0,199.96,199.61,84054,167.78,1757, 55739, 66.31
EDELWEISS, EQ, 02-Jan-2026,108.66,108.31,114.99,108.2,113.45,113.92,112.92,7789469,8795.95,71659, 3749264, 48.13
EEPL, SM, 02-Jan-2026,204.2,209.0,209.0,201.0,201.6,202.55,202.69,25000,50.67,20, 22000, 88.00
EFACTOR, ST, 02-Jan-2026,340.95,345.0,346.7,325.05,339.7,339.7,336.14,3600,12.1,9, 3600, 100.00
EFCIL, EQ, 02-Jan-2026,298.95,299.05,303.8,295.6,303.65,302.6,300.27,185605,557.31,3201, 72108, 38.85
EFFWA, SM, 02-Jan-2026,227.0,230.0,231.0,224.0,226.0,227.7,226.05,20000,45.21,38, 13200, 66.00
EFORCE, SM, 02-Jan-2026,33.9,33.9,33.9,33.9,33.9,33.9,33.9,4800,1.63,4, 4800, 100.00
EGOLD, EQ, 02-Jan-2026,133.55,134.95,135.0,134.0,135.0,134.9,134.55,36005,48.44,442, 25549, 70.96
EICHERMOT, EQ, 02-Jan-2026,7348.0,7348.0,7382.5,7298.0,7344.0,7334.5,7341.78,227469,16700.26,46358, 105479, 46.37
EIDPARRY, EQ, 02-Jan-2026,1018.0,1018.0,1020.5,1007.2,1018.0,1011.2,1011.92,135462,1370.77,9351, 84963, 62.72
EIEL, EQ, 02-Jan-2026,203.48,203.48,207.71,202.31,206.65,206.75,206.07,414384,853.93,6651, 203666, 49.15
EIFFL, EQ, 02-Jan-2026,267.2,267.25,274.3,266.0,266.2,268.05,268.23,31464,84.4,1663, 20599, 65.47
EIHAHOTELS, EQ, 02-Jan-2026,356.5,354.0,359.9,354.0,358.1,359.1,358.04,7259,25.99,522, 3385, 46.63
EIHOTEL, EQ, 02-Jan-2026,366.1,366.0,368.9,363.6,366.65,367.3,366.22,100885,369.46,3811, 63992, 63.43
EIMCOELECO, EQ, 02-Jan-2026,1624.9,1620.0,1644.5,1611.0,1625.0,1625.3,1625.42,13691,222.54,2121, 6270, 45.80
EKC, EQ, 02-Jan-2026,115.88,115.88,118.0,115.46,117.7,117.19,116.95,202282,236.58,2879, 112427, 55.58
ELDEHSG, EQ, 02-Jan-2026,1000.9,990.35,995.75,910.9,934.95,926.4,956.5,6658,63.68,769, 3863, 58.02
ELECON, EQ, 02-Jan-2026,480.7,482.0,516.0,481.9,501.0,501.0,503.88,1908336,9615.73,61903, 445615, 23.35
ELECTCAST, EQ, 02-Jan-2026,76.97,77.25,78.38,76.2,76.91,76.75,77.2,1774464,1369.84,11363, 799705, 45.07
ELECTHERM, EQ, 02-Jan-2026,877.6,877.6,889.8,860.05,875.0,868.9,873.72,7676,67.07,689, 4240, 55.24
ELGIEQUIP, EQ, 02-Jan-2026,476.15,479.0,484.6,477.3,483.75,483.8,482.41,282270,1361.69,12797, 139106, 49.28
ELGIRUBCO, EQ, 02-Jan-2026,45.62,45.1,47.15,44.9,45.2,45.57,46.13,124743,57.55,1177, 90083, 72.21
ELGNZ, SM, 02-Jan-2026,91.8,91.6,94.9,91.6,92.25,92.25,93.32,36000,33.59,18, 32000, 88.89
ELIN, EQ, 02-Jan-2026,164.47,165.67,168.0,163.31,168.0,166.61,166.11,47357,78.66,1983, 15195, 32.09
ELIQUID, EQ, 02-Jan-2026,1012.68,1013.07,1013.09,1013.07,1013.07,1013.08,1013.08,5695,57.69,72, 2853, 50.10
ELLEN, EQ, 02-Jan-2026,336.45,334.0,342.5,334.0,342.0,341.6,339.15,62234,211.07,2251, 38941, 62.57
ELM250, EQ, 02-Jan-2026,16.87,16.92,17.07,16.85,16.92,17.05,17.0,135628,23.05,126, 121421, 89.53
EMAMILTD, EQ, 02-Jan-2026,524.95,525.65,529.5,518.0,524.0,522.55,522.87,259902,1358.94,9660, 118532, 45.61
EMAMIPAP, EQ, 02-Jan-2026,88.01,88.5,90.01,85.4,88.0,88.4,87.92,16026,14.09,306, 10801, 67.40
EMAMIREAL, EQ, 02-Jan-2026,80.46,79.0,83.0,79.0,82.0,82.19,81.4,10048,8.18,208, 7307, 72.72
EMAPARTNER, SM, 02-Jan-2026,96.0,96.05,96.05,95.5,95.5,95.5,95.86,6000,5.75,6, 6000, 100.00
EMBASSY, RR, 02-Jan-2026,435.69,436.7,439.0,435.5,438.05,438.51,438.02,297177,1301.68,15147, 254504, 85.64
EMBDL, BE, 02-Jan-2026,59.46,59.8,59.8,56.49,56.49,56.59,57.01,10889968,6208.8,40267, -, -
EMCURE, EQ, 02-Jan-2026,1401.8,1401.0,1445.3,1388.1,1425.0,1430.9,1427.78,311922,4453.55,26389, 221964, 71.16
EMIL, EQ, 02-Jan-2026,106.62,107.47,107.47,104.61,105.25,105.14,105.16,808680,850.37,7940, 425374, 52.60
EMKAY, EQ, 02-Jan-2026,287.6,286.0,294.7,276.5,290.0,286.25,283.23,22724,64.36,842, 15145, 66.65
EMKAYTOOLS, SM, 02-Jan-2026,113.0,113.1,117.0,113.0,115.0,116.0,114.5,2250,2.58,12, 2250, 100.00
EMMBI, EQ, 02-Jan-2026,98.37,98.37,101.78,97.51,99.99,100.3,99.57,6648,6.62,243, 4362, 65.61
EMMIL, SM, 02-Jan-2026,185.2,186.0,186.0,186.0,186.0,186.0,186.0,500,0.93,2, 500, 100.00
EMMVEE, EQ, 02-Jan-2026,188.86,187.92,188.72,181.56,188.01,187.75,184.51,1423681,2626.85,20669, 618320, 43.43
EMSLIMITED, EQ, 02-Jan-2026,428.55,428.6,437.0,426.9,437.0,433.9,433.2,74550,322.95,3188, 39998, 53.65
EMUDHRA, EQ, 02-Jan-2026,559.85,562.8,580.05,556.25,574.55,576.35,572.61,74983,429.36,5254, 37249, 49.68
EMULTIMQ, EQ, 02-Jan-2026,41.38,41.39,42.0,41.28,42.0,41.67,41.61,97647,40.64,426, 94073, 96.34
ENCOMPAS, SM, 02-Jan-2026,254.0,250.55,255.0,246.1,254.95,253.95,250.58,22800,57.13,12, 18000, 78.95
ENDURANCE, EQ, 02-Jan-2026,2543.2,2543.2,2581.6,2534.0,2536.0,2540.2,2554.38,82980,2119.62,13132, 51943, 62.60
ENERGY, EQ, 02-Jan-2026,35.55,35.62,36.39,35.59,36.35,36.33,35.97,2292566,824.58,617, 1996547, 87.09
ENERGYDEV, BE, 02-Jan-2026,19.67,19.42,20.65,19.42,20.5,20.42,20.19,122567,24.75,357, -, -
ENGINERSIN, EQ, 02-Jan-2026,202.69,202.9,207.38,199.9,207.3,206.4,204.55,2967348,6069.8,39643, 1351679, 45.55
ENIFTY, EQ, 02-Jan-2026,26.09,26.2,26.25,26.16,26.24,26.24,26.23,3794,1.0,22, 3794, 100.00
ENIL, EQ, 02-Jan-2026,112.44,112.1,115.29,112.0,114.4,114.05,113.38,40770,46.22,1962, 27352, 67.09
ENRIN, EQ, 02-Jan-2026,2539.0,2541.0,2557.5,2521.9,2547.0,2546.7,2541.22,181253,4606.03,14658, 86073, 47.49
ENSER, SM, 02-Jan-2026,16.0,15.8,16.95,15.5,16.95,16.95,15.86,35000,5.55,6, 30000, 85.71
ENTERO, EQ, 02-Jan-2026,1129.6,1119.0,1130.0,1095.1,1117.5,1123.5,1112.3,202329,2250.5,11976, 53622, 26.50
ENVIRO, SM, 02-Jan-2026,119.4,119.4,119.4,115.2,117.0,115.95,116.67,11000,12.83,10, 8000, 72.73
EPACK, EQ, 02-Jan-2026,279.45,279.45,282.15,277.0,281.3,281.1,280.6,372376,1044.89,5601, 136965, 36.78
EPACKPEB, EQ, 02-Jan-2026,268.45,269.4,269.6,257.0,261.0,260.9,262.34,1006181,2639.57,25595, 482685, 47.97
EPIGRAL, EQ, 02-Jan-2026,1262.6,1270.0,1270.3,1236.0,1245.0,1245.8,1246.69,45737,570.2,5744, 22538, 49.28
EPL, EQ, 02-Jan-2026,216.2,214.05,217.94,213.49,214.95,214.38,215.2,847404,1823.65,24552, 438878, 51.79
EPWINDIA, ST, 02-Jan-2026,114.35,110.0,113.0,108.65,108.7,108.7,109.27,111600,121.95,66, 108000, 96.77
EQUAL200, EQ, 02-Jan-2026,13.55,13.58,13.69,13.55,13.65,13.65,13.63,36456,4.97,69, 36083, 98.98
EQUAL50, EQ, 02-Jan-2026,335.96,336.67,339.17,336.67,338.3,338.65,337.64,585,1.98,11, 517, 88.38
EQUAL50ADD, EQ, 02-Jan-2026,346.81,347.81,349.18,347.0,349.18,348.83,347.95,807955,2811.3,186, 804679, 99.59
EQUIPPP, BE, 02-Jan-2026,22.84,23.0,23.4,22.27,23.4,23.25,23.15,19085,4.42,61, -, -
EQUITASBNK, EQ, 02-Jan-2026,64.02,64.02,66.0,63.4,64.5,64.16,64.52,4451282,2872.16,24947, 2203907, 49.51
ERIS, EQ, 02-Jan-2026,1501.4,1493.1,1544.9,1493.1,1541.0,1533.5,1524.35,71537,1090.47,10340, 47566, 66.49
ESABINDIA, EQ, 02-Jan-2026,6145.5,6144.0,6200.0,6130.0,6173.0,6167.5,6174.75,4316,266.5,1139, 2312, 53.57
ESAFSFB, EQ, 02-Jan-2026,27.1,27.18,27.53,26.62,26.8,26.77,27.05,922339,249.52,2855, 671283, 72.78
ESCONET, SM, 02-Jan-2026,136.7,134.0,141.9,134.0,138.0,138.7,138.06,27200,37.55,40, 25600, 94.12
ESCORTS, EQ, 02-Jan-2026,3820.6,3830.0,3882.9,3816.9,3847.0,3847.1,3846.32,120934,4651.51,16541, 53136, 43.94
ESENSEX, EQ, 02-Jan-2026,85.07,85.5,85.73,85.42,85.73,85.73,85.48,576,0.49,8, 561, 97.40
ESFL, SM, 02-Jan-2026,180.95,183.95,189.0,172.6,173.35,175.75,177.76,132840,236.14,278, 94320, 71.00
ESG, EQ, 02-Jan-2026,44.55,44.73,44.98,44.68,44.98,44.95,44.88,39811,17.87,169, 38965, 97.87
ESILVER, EQ, 02-Jan-2026,225.64,230.4,233.0,225.45,232.0,231.88,231.65,806260,1867.71,1267, 742068, 92.04
ESPRIT, SM, 02-Jan-2026,54.0,55.95,64.8,55.95,64.8,64.8,62.69,105600,66.2,63, 83200, 78.79
ESSARSHPNG, BE, 02-Jan-2026,27.27,27.48,27.59,26.2,27.59,27.37,27.21,101911,27.73,455, -, -
ESSENTIA, EQ, 02-Jan-2026,1.53,1.53,1.55,1.51,1.55,1.54,1.54,1109480,17.06,1175, 804334, 72.50
ESTER, EQ, 02-Jan-2026,101.84,101.85,102.8,101.8,102.67,102.37,102.26,38892,39.77,789, 25521, 65.62
ETERNAL, EQ, 02-Jan-2026,283.8,283.8,287.75,283.25,284.1,284.15,285.41,13624798,38886.17,103983, 7690214, 56.44
ETHOSLTD, EQ, 02-Jan-2026,2944.6,2975.0,2979.5,2940.0,2960.0,2953.5,2956.46,13347,394.6,3210, 6240, 46.75
ETL, SM, 02-Jan-2026,845.0,840.05,840.05,840.05,840.05,840.05,840.05,450,3.78,3, 450, 100.00
ETML, SM, 02-Jan-2026,106.4,99.0,104.55,99.0,104.55,104.55,101.74,4800,4.88,3, 4800, 100.00
EUREKAFORB, EQ, 02-Jan-2026,621.35,618.1,635.0,614.5,626.0,628.55,629.03,130823,822.92,14125, 84109, 64.29
EUROBOND, EQ, 02-Jan-2026,175.2,180.0,180.0,174.8,177.49,175.59,175.72,3283,5.77,258, 2403, 73.20
EUROPRATIK, EQ, 02-Jan-2026,311.4,312.0,313.3,306.05,313.05,311.85,310.89,39516,122.85,2711, 25212, 63.80
EUROTEXIND, BE, 02-Jan-2026,14.93,14.93,14.93,14.19,14.2,14.19,14.21,850,0.12,9, -, -
EVEREADY, EQ, 02-Jan-2026,328.9,329.9,344.0,327.65,337.0,337.15,338.85,132245,448.12,5188, 71346, 53.95
EVERESTIND, EQ, 02-Jan-2026,515.25,517.95,530.0,512.05,522.8,527.95,522.71,5859,30.63,442, 3539, 60.40
EVIETF, EQ, 02-Jan-2026,31.68,31.83,32.18,31.62,32.1,32.17,32.05,203326,65.17,594, 121192, 59.60
EVINDIA, EQ, 02-Jan-2026,31.68,31.79,32.14,31.77,32.13,32.1,32.02,489924,156.86,1897, 456037, 93.08
EXCEL, EQ, 02-Jan-2026,1.44,1.46,1.48,1.4,1.42,1.42,1.42,6741894,95.95,2816, 4093192, 60.71
EXCELINDUS, EQ, 02-Jan-2026,944.55,948.0,957.3,941.05,957.3,952.75,948.81,5863,55.63,1222, 2542, 43.36
EXCELSOFT, EQ, 02-Jan-2026,90.87,90.5,90.5,88.5,89.18,89.12,89.07,1664825,1482.94,9029, 452970, 27.21
EXICOM, EQ, 02-Jan-2026,116.12,116.9,121.31,116.1,119.4,119.26,118.94,342057,406.85,5246, 87432, 25.56
EXIDEIND, EQ, 02-Jan-2026,363.25,362.5,369.0,362.5,368.15,367.7,366.79,1083939,3975.78,16115, 490014, 45.21
EXIMROUTES, ST, 02-Jan-2026,152.75,160.35,160.35,160.3,160.35,160.35,160.35,228800,366.88,52, 228800, 100.00
EXPLEOSOL, EQ, 02-Jan-2026,959.15,960.0,983.6,959.15,972.0,971.6,968.93,19956,193.36,2317, 12385, 62.06
EXXARO, BE, 02-Jan-2026,8.03,7.91,8.11,7.91,8.09,8.09,8.08,293634,23.72,277, -, -
FABTECH, EQ, 02-Jan-2026,194.48,195.1,199.8,194.9,198.2,198.18,197.97,539973,1068.96,7473, 133637, 24.75
FACT, EQ, 02-Jan-2026,903.6,909.95,919.85,904.0,906.25,908.05,909.72,222419,2023.39,12979, 68584, 30.84
FAIRCHEMOR, EQ, 02-Jan-2026,774.75,781.8,793.9,761.0,770.9,767.1,773.87,86647,670.54,4712, 34890, 40.27
FALCONTECH, SM, 02-Jan-2026,14.95,15.3,15.5,15.1,15.5,15.5,15.34,6000,0.92,5, 4800, 80.00
FAZE3Q, EQ, 02-Jan-2026,409.9,411.0,417.5,404.0,404.0,409.25,411.46,38357,157.82,2438, 23993, 62.55
FCL, EQ, 02-Jan-2026,24.55,24.54,24.7,24.38,24.53,24.48,24.51,1767519,433.14,5034, 1011455, 57.22
FCSSOFT, EQ, 02-Jan-2026,1.84,1.86,1.93,1.82,1.91,1.9,1.88,1980029,37.18,4394, 1276667, 64.48
FDC, EQ, 02-Jan-2026,418.85,418.85,420.95,415.15,417.1,419.55,418.4,31008,129.74,1893, 17337, 55.91
FEDERALBNK, EQ, 02-Jan-2026,266.25,267.5,268.75,265.85,266.5,266.95,267.35,3353300,8964.99,36298, 1690111, 50.40
FEDFINA, EQ, 02-Jan-2026,154.49,156.05,162.0,155.53,160.9,160.6,159.36,2453782,3910.43,23818, 1249587, 50.92
FEL, BZ, 02-Jan-2026,0.47,0.46,0.48,0.46,0.48,0.48,0.47,127691,0.6,84, -, -
FELDVR, BZ, 02-Jan-2026,3.14,2.99,3.29,2.99,3.12,3.12,3.24,3546,0.12,19, -, -
FELIX, SM, 02-Jan-2026,170.35,171.0,180.9,171.0,177.0,178.05,177.78,164000,291.57,252, 105500, 64.33
FIBERWEB, EQ, 02-Jan-2026,36.05,36.05,36.9,35.5,36.88,36.57,36.2,33818,12.24,283, 23456, 69.36
FIDEL, SM, 02-Jan-2026,132.3,138.0,138.0,138.0,138.0,138.0,138.0,1000,1.38,1, 1000, 100.00
FIEMIND, EQ, 02-Jan-2026,2228.3,2228.3,2346.5,2202.7,2340.3,2334.3,2305.26,69083,1592.54,10646, 27893, 40.38
FILATEX, EQ, 02-Jan-2026,49.03,49.03,49.78,48.16,49.72,49.55,49.26,626314,308.5,4136, 330514, 52.77
FILATFASH, EQ, 02-Jan-2026,0.32,0.34,0.36,0.3,0.33,0.32,0.33,194089630,635.77,11067, 81530119, 42.01
FINBUD, SM, 02-Jan-2026,126.8,128.1,131.5,127.25,131.5,130.65,129.5,25000,32.38,22, 17000, 68.00
FINCABLES, EQ, 02-Jan-2026,786.35,784.0,791.35,777.6,783.75,784.45,784.34,202731,1590.11,17989, 78089, 38.52
FINEORG, EQ, 02-Jan-2026,4106.5,4103.0,4198.1,4050.0,4188.0,4184.8,4100.73,29778,1221.12,5294, 19700, 66.16
FINIETF, EQ, 02-Jan-2026,32.64,32.63,33.26,32.6,33.05,33.02,32.92,481360,158.47,1587, 306137, 63.60
FINKURVE, EQ, 02-Jan-2026,101.14,102.5,102.5,98.21,100.7,98.58,99.58,12546,12.49,607, 4350, 34.67
FINOPB, EQ, 02-Jan-2026,257.15,257.4,260.0,254.5,259.8,258.95,257.06,105592,271.44,2187, 44557, 42.20
FINPIPE, EQ, 02-Jan-2026,175.77,177.5,178.96,175.81,177.9,178.51,177.47,511473,907.72,12022, 219752, 42.96
FIRSTCRY, EQ, 02-Jan-2026,287.05,287.95,291.0,286.2,290.25,289.8,288.87,264011,762.64,17002, 134909, 51.10
FISCHER, EQ, 02-Jan-2026,41.42,41.35,42.18,41.2,42.1,41.83,41.75,415811,173.62,2751, 182457, 43.88
FIVESTAR, EQ, 02-Jan-2026,534.35,534.0,538.55,527.25,532.0,532.25,532.37,907264,4829.96,28989, 455113, 50.16
FLAIR, EQ, 02-Jan-2026,311.75,311.75,315.75,311.0,314.7,314.25,313.44,66841,209.51,1632, 25312, 37.87
FLEXIADD, EQ, 02-Jan-2026,10.62,10.88,10.88,10.56,10.65,10.63,10.62,136769,14.52,386, 76651, 56.04
FLEXITUFF, EQ, 02-Jan-2026,12.6,12.42,12.95,12.18,12.82,12.68,12.48,16022,2.0,177, 12298, 76.76
FLFL, BZ, 02-Jan-2026,1.46,1.46,1.52,1.45,1.5,1.5,1.46,55246,0.81,51, -, -
FLUOROCHEM, EQ, 02-Jan-2026,3674.9,3674.9,3694.9,3630.8,3630.9,3648.0,3665.58,30084,1102.75,4696, 11166, 37.12
FLYSBS, SM, 02-Jan-2026,528.85,526.0,539.0,523.0,539.0,535.5,526.56,68200,359.11,109, 59600, 87.39
FMCGIETF, EQ, 02-Jan-2026,57.51,58.94,58.94,56.6,56.9,56.85,56.84,7126081,4050.14,19386, 6273033, 88.03
FMGOETZE, EQ, 02-Jan-2026,464.1,462.6,504.0,462.6,487.9,488.9,488.78,217714,1064.14,9467, 92063, 42.29
FMNL, EQ, 02-Jan-2026,8.75,9.0,9.0,8.75,8.78,8.86,8.85,40314,3.57,228, 31461, 78.04
FOCUS, EQ, 02-Jan-2026,74.23,73.1,74.99,73.02,74.02,74.73,74.33,30920,22.98,825, 15460, 50.00
FONEBOX, ST, 02-Jan-2026,90.0,89.5,89.5,89.5,89.5,89.5,89.5,1000,0.9,1, 1000, 100.00
FOODSIN, EQ, 02-Jan-2026,68.39,68.1,69.48,67.99,68.94,68.74,68.4,159883,109.36,1608, 111384, 69.67
FORCAS, SM, 02-Jan-2026,115.45,123.95,123.95,120.0,120.0,120.0,122.21,6400,7.82,4, 6400, 100.00
FORCEMOT, EQ, 02-Jan-2026,20860.0,21040.0,21915.0,20275.0,21190.0,21230.0,21215.34,309491,65659.56,78890, 64666, 20.89
FORTIS, EQ, 02-Jan-2026,900.55,906.3,923.55,896.3,915.65,914.75,913.03,1811265,16537.33,54113, 840906, 46.43
FOSECOIND, EQ, 02-Jan-2026,4897.9,4900.2,4965.6,4880.2,4930.0,4927.7,4925.96,869,42.81,250, 512, 58.92
FRESHARA, SM, 02-Jan-2026,174.2,178.85,178.85,172.05,176.85,176.65,175.36,54000,94.7,80, 30600, 56.67
FROG, SM, 02-Jan-2026,159.4,160.0,163.5,159.0,163.5,163.5,159.61,3600,5.75,8, 3200, 88.89
FSL, EQ, 02-Jan-2026,334.0,335.0,344.4,333.7,340.6,340.55,340.0,590220,2006.76,18844, 257618, 43.65
FUSION, EQ, 02-Jan-2026,159.53,159.53,163.88,158.67,162.75,161.95,161.81,100189,162.12,2523, 50343, 50.25
FWSTC, SM, 02-Jan-2026,223.55,223.0,227.5,218.0,218.0,221.15,223.69,80400,179.85,99, 28200, 35.07
GABRIEL, EQ, 02-Jan-2026,1038.9,1044.1,1062.0,1027.7,1052.9,1051.6,1051.44,356688,3750.35,22470, 100609, 28.21
GAEL, EQ, 02-Jan-2026,134.29,134.1,137.99,133.18,137.7,137.71,136.69,943809,1290.06,10249, 538657, 57.07
GAIL, EQ, 02-Jan-2026,171.77,171.55,176.07,171.55,175.47,175.38,174.58,13698712,23914.86,56336, 8526652, 62.24
GAJANAND, SM, 02-Jan-2026,9.55,10.25,10.25,10.2,10.2,10.2,10.22,9000,0.92,3, 9000, 100.00
GALAPREC, EQ, 02-Jan-2026,782.45,789.0,802.0,775.8,783.0,785.8,783.51,6021,47.18,706, 3809, 63.26
GALAXYSURF, EQ, 02-Jan-2026,2034.3,2054.0,2054.0,2035.3,2054.0,2050.6,2045.48,4052,82.88,965, 2059, 50.81
GALLANTT, EQ, 02-Jan-2026,538.8,539.0,555.55,537.15,551.0,552.5,547.7,82863,453.84,3896, 45708, 55.16
GANDHAR, EQ, 02-Jan-2026,154.28,156.45,156.45,151.21,152.0,151.76,152.91,137222,209.82,2914, 74605, 54.37
GANDHITUBE, EQ, 02-Jan-2026,796.55,796.0,804.8,785.05,790.2,790.85,792.31,4795,37.99,329, 2502, 52.18
GANECOS, EQ, 02-Jan-2026,840.85,842.05,858.0,835.0,845.0,851.3,848.81,60165,510.69,4852, 29357, 48.79
GANESHBE, EQ, 02-Jan-2026,81.74,81.1,82.36,81.1,81.7,81.69,81.69,29493,24.09,460, 13917, 47.19
GANESHCP, EQ, 02-Jan-2026,226.38,227.0,228.21,222.8,225.0,224.77,225.02,56818,127.85,1717, 29502, 51.92
GANESHHOU, EQ, 02-Jan-2026,803.5,803.0,814.05,801.25,812.0,808.9,808.45,19625,158.66,1869, 10641, 54.22
GANESHIN, SM, 02-Jan-2026,145.8,144.95,154.6,138.0,145.0,142.0,146.18,380800,556.65,394, 233600, 61.34
GANGABATH, SM, 02-Jan-2026,20.9,20.95,21.0,20.25,21.0,20.75,20.63,42000,8.66,13, 33000, 78.57
GANGAFORGE, EQ, 02-Jan-2026,3.65,3.66,3.76,3.66,3.72,3.69,3.7,265387,9.81,713, 162747, 61.32
GANGESSECU, EQ, 02-Jan-2026,137.06,141.5,146.99,135.0,137.5,135.58,139.31,8106,11.29,208, 3840, 47.37
GARFIBRES, EQ, 02-Jan-2026,696.6,696.6,698.95,685.05,690.0,689.75,689.26,98193,676.81,8671, 63448, 64.62
GARUDA, EQ, 02-Jan-2026,191.26,192.0,196.25,191.28,195.61,195.29,194.25,341231,662.84,6567, 140720, 41.24
GATECH, EQ, 02-Jan-2026,0.55,0.55,0.56,0.53,0.56,0.55,0.55,6633721,36.26,1740, 3462588, 52.20
GATECHDVR, EQ, 02-Jan-2026,0.49,0.49,0.5,0.48,0.5,0.49,0.49,1087924,5.38,360, 844092, 77.59
GATEWAY, EQ, 02-Jan-2026,60.4,60.55,60.99,59.64,60.6,60.58,60.45,477216,288.5,8091, 233472, 48.92
GAYAHWS, BE, 02-Jan-2026,2.78,2.8,2.84,2.72,2.78,2.77,2.76,270545,7.48,544, -, -
GCHOTELS, SM, 02-Jan-2026,165.95,164.0,164.0,164.0,164.0,164.0,164.0,600,0.98,1, 600, 100.00
GCSL, BE, 02-Jan-2026,342.05,340.0,345.0,328.5,340.0,340.05,336.45,4690,15.78,37, -, -
GEECEE, EQ, 02-Jan-2026,315.75,315.8,323.4,315.75,323.2,323.2,321.18,5654,18.16,266, 4750, 84.01
GEEKAYWIRE, EQ, 02-Jan-2026,33.75,33.75,35.0,32.9,34.3,33.71,34.25,140080,47.97,806, 92071, 65.73
