INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,Unnamed: 15
FUTIDX,BANKNIFTY,29-Feb-2024,0.0,XX,46545.0,46745.0,46310.3,46587.2,46587.2,155766,1087604.62,1826475,-162900,27-FEB-2024,
FUTIDX,BANKNIFTY,28-Mar-2024,0.0,XX,46706.0,47080.0,46670.2,46927.05,46927.05,73729,518627.57,1324575,257205,27-FEB-2024,
FUTIDX,BANKNIFTY,25-Apr-2024,0.0,XX,47250.0,47415.0,47028.55,47279.6,47279.6,2966,21013.69,90945,7215,27-FEB-2024,
FUTIDX,FINNIFTY,27-Feb-2024,0.0,XX,20590.0,20640.0,20500.15,20554.3,20552.9,9796,80620.26,234560,126680,27-FEB-2024,
FUTIDX,FINNIFTY,26-Mar-2024,0.0,XX,20749.85,20759.05,20660.0,20682.0,20682.0,2331,19299.93,44960,26840,27-FEB-2024,
FUTIDX,FINNIFTY,30-Apr-2024,0.0,XX,21008.6,21015.6,20801.75,20849.5,20849.5,55,459.24,1280,600,27-FEB-2024,
FUTIDX,MIDCPNIFTY,22-Mar-2024,0.0,XX,11018.95,11095.0,10968.2,11049.9,11049.9,6430,53251.9,739650,-21000,27-FEB-2024,
FUTIDX,MIDCPNIFTY,29-Apr-2024,0.0,XX,11056.75,11089.45,10972.0,11053.0,11053.0,72,596.58,7575,825,27-FEB-2024,
FUTIDX,MIDCPNIFTY,27-May-2024,0.0,XX,0.0,0.0,0.0,11208.15,11190.15,0,0.0,0,0,27-FEB-2024,
FUTIDX,NIFTY,29-Feb-2024,0.0,XX,22120.0,22229.3,22095.1,22203.05,22203.05,123409,1367386.87,6818450,-2321500,27-FEB-2024,
FUTIDX,NIFTY,28-Mar-2024,0.0,XX,22178.0,22373.05,22178.0,22348.85,22348.85,85059,948802.58,7524300,2626700,27-FEB-2024,
FUTIDX,NIFTY,25-Apr-2024,0.0,XX,22427.9,22510.0,22384.2,22488.55,22488.55,4084,45850.1,881900,79650,27-FEB-2024,
FUTSTK,AARTIIND,29-Feb-2024,0.0,XX,674.9,678.8,667.45,670.15,670.15,2982,20067.64,3744000,-1883000,27-FEB-2024,
FUTSTK,AARTIIND,28-Mar-2024,0.0,XX,680.1,683.5,671.65,674.6,674.6,2876,19482.16,9611000,1657000,27-FEB-2024,
FUTSTK,AARTIIND,25-Apr-2024,0.0,XX,688.1,688.1,677.0,678.95,678.95,54,368.98,530000,34000,27-FEB-2024,
FUTSTK,ABB,29-Feb-2024,0.0,XX,5294.3,5466.1,5266.6,5445.5,5445.5,6830,45988.66,584500,-299500,27-FEB-2024,
FUTSTK,ABB,28-Mar-2024,0.0,XX,5300.0,5498.0,5299.5,5479.2,5479.2,5737,38866.85,1110625,290625,27-FEB-2024,
FUTSTK,ABB,25-Apr-2024,0.0,XX,5425.0,5520.6,5414.95,5508.8,5508.8,48,329.18,16125,1375,27-FEB-2024,
FUTSTK,ABBOTINDIA,29-Feb-2024,0.0,XX,27800.2,28768.9,27800.2,28701.3,28701.3,1048,12019.03,68720,-32200,27-FEB-2024,
FUTSTK,ABBOTINDIA,28-Mar-2024,0.0,XX,28792.15,28980.55,28678.2,28901.75,28901.75,1174,13557.49,128440,35320,27-FEB-2024,
FUTSTK,ABBOTINDIA,25-Apr-2024,0.0,XX,0.0,0.0,0.0,28850.0,28976.7,0,0.0,1000,0,27-FEB-2024,
