symbol,date,open,high,low,close,volume,fut_oi,fut_oi_change,call_oi,put_oi,call_oi_change,put_oi_change,pcr_oi,total_oi,returns,log_returns,sma_3,ema_3,sma_5,ema_5,sma_10,ema_10,volatility_5,volatility_10,rsi_7,macd,macd_signal,bb_mid,bb_upper,bb_lower,bb_width,oi_change_ratio,pcr_oi_ma5,oi_trend,price_change,oi_change_pct,range_pct,future_return,label,label_binary
BANKNIFTY,2024-03-13,47859.45,48024.45,47322.1,47495.9,35520000,1772400,62925,96875265,70560675,24057930,18609270,0.7283662656303443,169208340,-0.007559911989084234,-0.007588632967333001,47733.65,47726.62353180662,47996.020000000004,47809.887336553336,47752.840000000004,47765.91664947563,0.005762454942943626,0.01027749710515201,38.00044378229322,196.78670637005416,255.52907489771957,47752.840000000004,48989.58531537871,46516.0946846213,0.05179777015895626,0.03550270819228165,0.8423463745256219,336810.0,-0.007559911989084234,0.03550270819228165,0.014787592192168134,-0.0023717836697483285,0,0.0
BANKNIFTY,2024-03-14,47377.0,47804.95,47163.4,47383.25,20705000,1797330,24930,44220615,36053700,15159990,10927740,0.8153143053302175,82071645,-0.0023717836697483285,-0.0023746008039398107,47578.94999999999,47554.93676590331,47779.97,47667.67489088687,47835.575,47696.33839574754,0.004037268125475958,0.008769905002462039,30.069571350710035,128.39114122340106,213.14976344862842,47835.575,48796.34859947311,46874.801400526885,0.04016983592119932,0.013870574685783912,0.7769747717403003,199845.0,-0.0023717836697483285,0.013870574685783912,0.013539594687996193,-0.006284921359341222,-1,0.0
BANKNIFTY,2024-03-15,47250.0,47374.85,46850.05,47085.45,54411000,1842930,45600,56635245,43309740,12414630,7256040,0.7647135630824939,101787915,-0.006284921359341222,-0.006304754621586517,47321.53333333333,47320.19338295165,47533.93000000001,47473.59992712263,47857.229999999996,47585.264513943075,0.004007657689026132,0.00892152540517905,14.195661578394251,44.91949604502588,157.07300744954733,47857.229999999996,48726.57991446358,46987.88008553641,0.03633097504655352,0.024743207826667318,0.7481452026188113,133455.0,-0.006284921359341222,0.024743207826667318,0.011145693627224455,0.0009886281218509652,0,1.0
BANKNIFTY,2024-03-18,47040.0,47285.9,46630.2,47132.0,43286000,1866090,23160,59234820,47722155,2599575,4412415,0.8056436231257224,108823065,0.0009886281218509652,0.0009881397509209605,47200.23333333334,47226.096691475825,47390.86,47359.7332846955,47782.985,47502.850802424975,0.0038154933256367525,0.005114967613760741,3.9368989137204267,-8.734734953890438,101.80375985171426,47782.985,48765.27703402613,46800.692965973874,0.04111472039790424,0.012410976962525922,0.7654972145476282,93690.0,0.0009886281218509652,0.012410976962525922,0.013911991852669192,-0.006454213697700051,-1,0.0
BANKNIFTY,2024-03-19,47675.0,47675.0,46777.05,46827.8,56307000,1905585,39495,75689985,54163560,16455165,6441405,0.7155974466106712,131759130,-0.006454213697700051,-0.00647513219179365,47015.083333333336,47026.94834573791,47184.88,47182.42218974207,47665.275,47380.11187813955,0.0035668102593609946,0.005086129629464059,3.5525863952799597,-79.35382755489991,41.41789728813801,47665.275,48799.70493344189,46530.84506655811,0.04759984846166901,0.02072591881233322,0.7659270407558898,108255.0,-0.006454213697700051,0.02072591881233322,0.019175575192513786,0.0007207257227543895,0,1.0
BANKNIFTY,2024-03-20,46837.8,47170.0,46415.15,46861.55,55398000,1964295,58710,93573405,78071295,17883420,23907735,0.834332094680107,173608995,0.0007207257227543895,0.0007204661246958465,46940.450000000004,46944.24917286896,47058.009999999995,47075.464793139305,47527.015,47285.826382598476,0.003617972899195185,0.004541656982894097,7.767115071544993,-122.47174904416897,-13.211984879749384,47527.015,48684.65910194924,46369.37089805076,0.048715203424799194,0.02988858598122991,0.7871202065658424,121365.0,0.0007207257227543895,0.02988858598122991,0.016108088614226343,0.007492283119102883,1,1.0
BANKNIFTY,2024-03-21,47148.95,47513.8,47051.0,47212.65,32169000,2043840,79545,43430340,39949215,15474360,14350590,0.9198457806224865,85423395,0.007492283119102883,0.007464355374233757,46967.333333333336,47078.44958643448,47023.89,47121.193195432505,47401.93,47272.52141053414,0.005837068396553278,0.005134681440287543,28.610272905129946,-110.29870930852485,-45.57422637856548,47401.93,48363.565950058306,46440.294049941695,0.0405737044908638,0.038919387036167215,0.8080265016242961,177750.0,0.007492283119102883,0.038919387036167215,0.009802457604053212,0.002363773268392988,0,1.0
BANKNIFTY,2024-03-22,47199.0,47452.0,47030.0,47324.25,32915000,2081175,37335,43294125,45450855,-136215,5501640,1.0498157659959637,90826155,0.002363773268392988,0.0023609839510385874,47132.81666666667,47201.34979321724,47071.65,47188.87879696122,47302.79,47281.92670996624,0.004991256604925306,0.005362260798083844,43.175764322347185,-86.77416595195245,-59.3075395760762,47302.79,48018.80858262671,46586.77141737329,0.0302738414637577,0.017939385203070382,0.8650469422069902,175590.0,0.002363773268392988,0.017939385203070382,0.008917204181788407,-0.003999006851666986,0,0.0
BANKNIFTY,2024-03-26,47199.0,47267.0,47080.0,47135.0,69510000,2509575,428400,63565635,54229500,20271510,8778645,0.8531260641068087,120304710,-0.003999006851666986,-0.004007024261155423,47223.96666666667,47168.174896608616,47072.25,47170.91919797304,47231.555,47255.21252717753,0.005474647311288561,0.004726127749416201,40.69702079820124,-89.37277844833443,-69.32928586993361,47231.555,47840.52480850184,46622.58519149816,0.02578656614214116,0.1707061952721078,0.8745434304032074,545280.0,-0.003999006851666986,0.1707061952721078,0.0039673278879813305,0.0018934974010820227,0,1.0
BANKNIFTY,2024-03-27,47145.0,47370.0,47120.0,47224.25,122083000,3193950,684375,84938580,78738855,21372945,24509355,0.9270093166144289,166871385,0.0018934974010820227,0.0018917069946084776,47227.833333333336,47196.21244830431,47151.54,47188.69613198275,47168.21000000001,47249.58293617316,0.004106886657837926,0.004822145912050147,56.165052856000855,-79.05517343302927,-72.57124839163505,47168.21000000001,47591.04142109685,46745.37857890316,0.01792866089668637,0.21427229605973794,0.916825804403959,1150110.0,0.0018934974010820227,0.21427229605973794,0.005293890321180326,0.006795237616266991,1,1.0
BANKNIFTY,2024-03-28,47549.5,47763.0,47264.8,47545.15,203004000,3246120,52170,33698160,33161340,8637435,9258000,0.9840697533633884,70105620,0.006795237616266991,0.006772254049587318,47301.466666666674,47370.681224152155,47288.26,47307.51408799173,47173.134999999995,47303.32271948857,0.004614065539651109,0.004894699501163926,64.75483018463636,-34.3447806891636,-59.829092489056826,47173.134999999995,47613.70528459347,46732.56471540652,0.01867886391665392,0.016071494584303722,0.9467733361406152,1164945.0,0.006795237616266991,0.016071494584303722,0.010478460999702326,0.007751579288318489,1,1.0
BANKNIFTY,2024-04-01,47702.95,47947.25,47647.65,47913.7,197074000,1897890,-1348230,43834455,46907415,10136295,13746075,1.0701037574209602,92639760,0.007751579288318489,0.007721690156870691,47561.03333333333,47642.190612076076,47428.469999999994,47509.57605866482,47226.18,47414.300942746006,0.004679448817896555,0.005349137568935048,87.07661841027037,38.332791495624406,-27.10846449115964,47226.18,47863.14515899842,46589.21484100158,0.026975087080869996,-0.7103836365648167,0.97682493150031,-611685.0,0.007751579288318489,-0.7103836365648167,0.006252908875749494,-0.00043411383383029634,0,0.0
BANKNIFTY,2024-04-02,47805.4,48051.0,47750.15,47892.9,106848000,1950870,52980,60385695,56436495,16551240,9529080,0.9346004049469001,118773060,-0.00043411383383029634,-0.0004342080885198212,47783.916666666664,47767.54530603804,47542.2,47637.350705778095,47306.925,47501.31929695115,0.004929339180520897,0.004732858973789385,85.52826483860986,85.3223607072141,10.368477243924955,47306.925,48058.92779439499,46554.92220560501,0.03179250371462486,0.02715711451813806,0.9537818592904973,-1243080.0,-0.00043411383383029634,0.02715711451813806,0.0062817244309699045,0.00040507048017568437,0,1.0
BANKNIFTY,2024-04-03,47699.0,47967.0,47580.0,47912.3,124510000,2050095,99225,87326505,101710365,26940810,45273870,1.1647135654862175,191086965,0.00040507048017568437,0.00040498846127693847,47906.299999999996,47839.92265301902,47697.659999999996,47729.00047051947,47384.955,47576.043302687416,0.0037528036917443075,0.004746345291649421,81.24134851529385,117.85605313582346,46.197669209352796,47384.955,48214.24834904959,46555.66165095042,0.03500239048658314,0.04840019608847395,1.016099359566379,-1196025.0,0.00040507048017568437,0.04840019608847395,0.008077257823147709,0.005985936805371406,1,1.0
BANKNIFTY,2024-04-04,48185.0,48323.5,47920.0,48199.1,169035000,1816635,-233460,29265180,30598065,10756545,11278200,1.0455450812193876,61679880,0.005985936805371406,0.005968092261119581,48001.43333333333,48019.51132650951,47892.63,47885.700313680485,47522.085,47689.326638171384,0.003819875142008029,0.003948414761729297,83.7792964979345,169.28777390320465,87.22770410841932,47522.085,48394.31096467002,46649.85903532998,0.036708236377676555,-0.1285123318663353,1.0398065124873708,-81255.0,0.005985936805371406,-0.1285123318663353,0.008371525609399346,0.00952299939210488,1,1.0
BANKNIFTY,2024-04-05,48170.0,48725.0,48014.05,48658.1,152874000,2072010,255375,43667610,57655320,14402430,27057255,1.3203223167010971,103394940,0.00952299939210488,0.009477941465269065,48256.5,48338.80566325475,48115.22,48143.166875787916,47701.740000000005,47865.46763056567,0.004444609537191368,0.0043680752924051955,98.67067169425476,251.64091260583518,142.03210694188493,47701.740000000005,48700.23112921008,46703.24887078993,0.04186392903948884,0.12324988779011685,1.1070570251549126,121140.0,0.00952299939210488,0.12324988779011685,0.014611133603654831,0.0006792291519808202,0,1.0
BANKNIFTY,2024-04-08,48705.1,48847.0,48567.05,48691.15,94123000,1988685,-83325,46513770,55863855,2846160,-1791465,1.2010175696358305,104366310,0.0006792291519808202,0.0006789985802618179,48516.11666666666,48514.97783162737,48270.71000000001,48325.82791719238,47849.590000000004,48015.59196352607,0.004333284011013406,0.004254170620496763,98.62114683460419,306.03303609244904,196.69908332606713,47849.590000000004,48958.0107181592,46741.169281840805,0.046329371606285405,-0.0418995466853725,1.1332397875978866,-61410.0,0.0006792291519808202,-0.0418995466853725,0.005749504786804113,0.0022324385437599847,0,1.0
BANKNIFTY,2024-04-09,48857.0,49074.95,48622.05,48799.85,128733000,1956345,-32340,52903815,60905670,6390045,5041815,1.1512528916865448,115765830,0.0022324385437599847,0.0022299503552979344,48716.36666666667,48657.41391581368,48452.1,48483.8352781285,47997.15,48158.18454034879,0.0039130221671938616,0.004256885623818867,98.3954331559056,348.1537843445403,247.183983665965,47997.15,49184.792766154926,46809.50723384508,0.04948805360963825,-0.016530826618004493,1.1765702849458155,139710.0,0.0022324385437599847,-0.016530826618004493,0.009280766231863299,0.004491817085503502,0,1.0
BANKNIFTY,2024-04-10,48901.1,49086.0,48760.05,49019.05,126078000,2143965,187620,71067405,80914410,18163590,20008740,1.138558668351546,154125780,0.004491817085503502,0.004481758983328172,48836.68333333333,48838.23195790684,48673.45,48662.2401854192,48185.555,48314.70571852001,0.0034331000808632845,0.003459372808006102,98.18649461615627,393.0248634490272,295.79761026058026,48185.555,49363.05273526563,47008.05726473437,0.048873474022064406,0.08751075693866271,1.1713393055188814,71955.0,0.004491817085503502,0.08751075693866271,0.006649455670805474,-0.006221050795558125,-1,0.0
BANKNIFTY,2024-04-12,48751.0,48914.75,48666.1,48714.1,119287000,1954440,-189525,44124960,33631950,20690640,8575845,0.7621978580830442,79711350,-0.006221050795558125,-0.006240482162992682,48844.333333333336,48776.16597895342,48776.45,48679.52679027948,48334.54,48387.32293102427,0.005746505122330156,0.004714701499455976,78.6912165467121,380.468703520899,324.0213080141209,48334.54,49335.18740687668,47333.892593123324,0.04140506589601045,-0.09697151102105975,1.1146698608916126,-34245.0,-0.006221050795558125,-0.09697151102105975,0.005104271658513684,-0.017714583662635563,-1,0.0
BANKNIFTY,2024-04-15,47573.75,48449.85,47573.75,47851.15,154679000,1850535,-103905,68916510,41402085,24791550,7770135,0.600757133522867,112169130,-0.017714583662635563,-0.017873364856229573,48528.1,48313.657989476706,48615.06,48403.40119351952,48365.14,48289.83686622066,0.008992595670542029,0.007892330209804989,48.65583716176112,266.5351899061934,304.85926864476596,48365.14,49272.90404031501,47457.37595968499,0.037537947385865404,-0.05614862728886511,0.9707568242559665,-105810.0,-0.017714583662635563,-0.05614862728886511,0.018308859870661384,-0.003974826101358131,0,0.0
BANKNIFTY,2024-04-16,47750.0,47750.0,47422.0,47660.95,122845000,1830375,-20160,76652190,64709580,7735680,23307495,0.8441974064928869,143192145,-0.003974826101358131,-0.003982746718309799,48075.4,47987.30399473835,48409.020000000004,48155.91746234627,48339.865000000005,48175.493725410524,0.008713442726458916,0.00758853727810861,37.64605954867889,160.0569214438874,256.5918195777296,48339.865000000005,49315.06349153341,47364.6665084666,0.04034758853933097,-0.011014136447449294,0.8993927916273778,-313590.0,-0.003974826101358131,-0.011014136447449294,0.006881944233172021,-0.010194928972250716,-1,0.0
BANKNIFTY,2024-04-18,47750.0,47953.85,47040.0,47175.05,183174000,1882215,51840,42935430,29907345,20449290,10712970,0.6965656335571812,74724990,-0.010194928972250716,-0.010247253192216421,47562.38333333333,47581.17699736918,48084.06,47828.96164156412,48268.08,47993.59476963599,0.008161582824976522,0.008183181719310133,16.36998571396194,28.512744504892908,180.56546122003672,48268.08,49469.05416588003,47067.105834119975,0.04976266575674966,0.027542018313529537,0.808455340001505,-72225.0,-0.010194928972250716,0.027542018313529537,0.01937146860469673,0.008490717020967598,1,1.0
BANKNIFTY,2024-04-19,46865.0,47682.35,46611.2,47575.6,183811000,1649445,-232770,42415845,42054045,-519585,12146700,0.9914701687541531,86119335,0.008490717020967598,0.00845487363101254,47470.53333333333,47578.38849868459,47795.37,47744.50776104274,48234.409999999996,47917.59568758606,0.009603778899111183,0.008768532984351846,28.31736282532208,-18.637803923120373,114.1643728389374,48234.409999999996,49497.01314588556,46971.80685411443,0.05235279734469915,-0.1411201949746733,0.7790376400820265,-201090.0,0.008490717020967598,-0.1411201949746733,0.022514692405350673,0.00869143006078743,1,1.0
BANKNIFTY,2024-04-22,47990.0,48037.85,47596.45,47989.1,152561000,1391025,-258420,48923670,49741485,6507825,7687440,1.0167161416958295,100056180,0.00869143006078743,0.00865387701875578,47579.916666666664,47783.74424934229,47650.37,47826.03850736183,48213.41,47930.59647628361,0.011596816780569905,0.009034432056369389,35.911026153445135,-4.838516920994152,74.49674291894152,48213.41,49485.57268770945,46941.24731229056,0.05277215147028372,-0.18577667547312235,0.8299412968045836,-439350.0,0.00869143006078743,-0.18577667547312235,0.009197922028127251,5.3137066542197076e-05,0,1.0
BANKNIFTY,2024-04-23,48175.55,48175.55,47895.05,47991.65,101520000,992805,-398220,61531995,55325235,12608325,5583750,0.8991295504070688,117850035,5.3137066542197076e-05,5.313565481828641e-05,47852.11666666667,47887.69712467115,47678.47,47881.24233824123,48146.765,47941.697120188444,0.008146968472433047,0.008349094361958038,30.692325039464748,5.1044729147761245,51.365986250879125,48146.765,49384.757644970116,46908.77235502988,0.051425787172621716,-0.4011059573632284,0.8896157801814238,-889410.0,5.3137066542197076e-05,-0.4011059573632284,0.005844766745881836,0.004152805748499855,0,1.0
BANKNIFTY,2024-04-24,48102.1,48236.7,48000.0,48190.95,104382000,599580,-393225,82669770,82638990,21137775,27313755,0.9996276752675132,165908340,0.004152805748499855,0.004144206649412287,48057.23333333334,48039.32356233557,47784.469999999994,47984.47822549416,48096.744999999995,47987.01583639482,0.0078064245595695315,0.008513386371031884,39.76203056811281,33.994162076756766,45.57537819283713,48096.744999999995,49276.00753928277,46917.48246071722,0.0490371038324018,-0.6558340838587011,0.920701833936349,-1049865.0,0.004152805748499855,-0.6558340838587011,0.0049117106012642854,0.013463108737221452,1,1.0
BANKNIFTY,2024-04-25,48349.35,48925.9,48349.35,48839.75,11845000,199230,74460,29590290,34247130,11021220,16281510,1.1573773018108304,64036650,0.013463108737221452,0.013373286382820164,48340.783333333326,48439.536781167786,48117.409999999996,48269.568816996114,48100.735,48142.05844178746,0.005079762267788924,0.009651736536515897,71.11671223513329,125.20845808535523,72.11973815701353,48100.735,49290.791188262694,46910.67881173731,0.04948182967527184,0.37373889474476735,1.0128641675870789,-1191795.0,0.013463108737221452,0.37373889474476735,0.011804933481436799,-0.0045690242067168985,0,0.0
BANKNIFTY,2024-04-26,48903.9,49000.0,48510.0,48616.6,6332000,216570,17340,47222880,40035795,17632590,5788665,0.8478050258688161,87475245,-0.0045690242067168985,-0.004579494101458443,48549.1,48528.068390583896,48325.61,48385.24587799741,48060.490000000005,48228.338738845516,0.0070701366947106,0.009621368737264583,70.12954186413911,160.38657978786796,101.5420187006344,48060.490000000005,49134.039368320955,46986.940631679056,0.04467492396856335,0.08006649120376784,0.9841311390100115,-776235.0,-0.0045690242067168985,0.08006649120376784,0.01007886195250182,0.023163898750632628,1,1.0
BANKNIFTY,2024-04-29,48750.0,49770.0,48727.7,49742.75,16283000,277695,61125,53158215,81710070,5935335,41674275,1.5371108680003647,135145980,0.023163898750632628,0.022899687969109482,49066.36666666667,49135.40919529195,48676.34,48837.747251998284,48163.355,48503.68627676723,0.011101031892938578,0.01197511674718358,92.59621765096213,305.8634075547743,169.64914831868523,48163.355,49637.59667282336,46689.113327176645,0.061218396136372075,0.22011559444714526,1.0882100842709186,-321885.0,0.023163898750632628,0.22011559444714526,0.020953807338757967,-0.0019761673811762304,0,0.0
BANKNIFTY,2024-04-30,49790.0,50082.55,49568.15,49644.45,13214000,290835,13140,73731360,83533560,20573145,1823490,1.1329447876724368,157555755,-0.0019761673811762304,-0.001978122576221867,49334.6,49389.92959764597,49006.9,49106.648167998865,48342.685,48711.09788493128,0.011461311591850206,0.009933614470140321,88.14603116068946,387.96625463154487,242.42151708964144,48342.685,50063.757287880806,46621.61271211919,0.07120300777173665,0.045180256846665635,1.1349731317239922,91605.0,-0.0019761673811762304,0.045180256846665635,0.010361681920134104,-0.0010403982721128857,0,0.0
BANKNIFTY,2024-05-02,49605.0,49777.0,49400.0,49592.8,6894000,297885,7050,45438105,37578105,23638890,15960135,0.8270174339356802,83314095,-0.0010403982721128857,-0.001040939862073953,49660.0,49491.364798822986,49287.27,49268.698778665916,48535.87,48871.40737438759,0.011989624294753747,0.009721805086557246,84.12272862675015,429.41067698598636,304.75123705509145,48535.87,50348.11508472539,46723.62491527462,0.07467652623617896,0.02366685130167682,1.1004510834576258,81315.0,-0.0010403982721128857,0.02366685130167682,0.0076019099546708385,-0.005454420803019833,-1,0.0
BANKNIFTY,2024-05-03,49650.0,49847.95,49107.6,49322.3,13153000,286500,-11385,55742700,38142810,10304595,564705,0.684265563024396,94172010,-0.005454420803019833,-0.005469350469371237,49519.85,49406.83239941149,49383.78,49286.56585244395,48750.595,48953.387857624904,0.011954935569760546,0.009043363836927174,75.41493974062689,417.4071299520074,342.30320135406413,48750.595,50341.55492997248,47159.63507002752,0.06526935435239219,-0.03973821989528796,1.0058287357003388,8805.0,-0.005454420803019833,-0.03973821989528796,0.015010451661824338,-0.0009559570417437824,0,0.0
BANKNIFTY,2024-05-06,49336.65,49619.95,49125.0,49275.15,10970000,278565,-7935,66630330,43956990,10887630,5814180,0.6597144273486264,110865885,-0.0009559570417437824,-0.0009564142600872335,49396.75,49340.99119970575,49515.490000000005,49282.76056829598,48920.55,49011.89006874696,0.011559386268876896,0.009073235828979245,71.98564302226553,393.5633754036826,359.3899260372705,48920.55,50303.10689856804,47537.993101431966,0.056522541082143864,-0.028485272737063163,0.9682106159963008,-12270.0,-0.0009559570417437824,-0.028485272737063163,0.01004461680989296,-0.013238924691248988,-1,0.0
BANKNIFTY,2024-05-07,49300.0,49337.6,48560.0,48622.8,16284000,260175,-18390,92698395,52325325,26068065,8368335,0.5644685110243818,145283895,-0.013238924691248988,-0.013327340475059256,49073.416666666664,48981.895599852876,49291.5,49062.77371219731,48983.92,48941.14641650266,0.005200313381679941,0.010265241994635127,45.60696567783746,294.8814681427684,337.887106739103,48983.92,50227.872739545404,47739.96726045459,0.050790248699793976,-0.07068319400403575,0.7736821446011042,-37710.0,-0.013238924691248988,-0.07068319400403575,0.015992497346923634,-0.003287552341699862,0,0.0
BANKNIFTY,2024-05-08,48444.05,48620.0,48300.0,48462.95,12917000,260535,360,104882745,72983640,12184350,20658315,0.6958593618044607,178126920,-0.003287552341699862,-0.003292968215135479,48786.966666666674,48722.42279992644,49055.2,48862.832474798204,49031.05,48854.20161010217,0.005070561664759318,0.010366351939271597,46.80687462332964,201.61560876641306,292.46327408153945,49031.05,50135.84541796473,47926.254582035275,0.04506513394939442,0.0013817721227474236,0.686265059427509,-25965.0,-0.003287552341699862,0.0013817721227474236,0.006602982278214595,-0.010519376141980508,-1,0.0
BANKNIFTY,2024-05-09,48500.0,48637.95,47910.4,47953.15,20690000,287385,26850,50837055,33041175,21919560,9542715,0.6499427435361863,84165615,-0.010519376141980508,-0.010575095881600891,48346.299999999996,48337.786399963225,48727.270000000004,48559.604983198806,49007.270000000004,48690.37403938735,0.005087609535673633,0.010899210240066091,0.0,75.51517589914147,220.14724135407323,49007.270000000004,50199.23095685511,47815.309043144895,0.04864425040836225,0.09342867581815335,0.6508501213476103,8820.0,-0.010519376141980508,0.09342867581815335,0.015172100268699671,-0.000862299974037084,0,0.0
BANKNIFTY,2024-05-10,48000.0,48369.7,47789.0,47911.8,14885000,316530,29145,57245355,39557955,6408300,6516780,0.6910247128347794,97119840,-0.000862299974037084,-0.0008626719685222933,48109.299999999996,48124.793199981614,48445.17,48343.66998879921,48914.475,48548.8151194294,0.00573943476065019,0.009749374819674599,0.0,-18.124184009546298,140.7234328995332,48914.475,50294.10732239617,47534.842677603825,0.05640998180584269,0.09207658041891764,0.652201951309687,56355.0,-0.000862299974037084,0.09207658041891764,0.01212018751121847,0.0080282936562599,1,1.0
BANKNIFTY,2024-05-13,47800.0,48360.0,47523.1,48296.45,23855000,319035,2505,54204615,48566475,-3040740,9008520,0.8959841334543194,103090125,0.0080282936562599,0.007996238358679401,48053.799999999996,48210.6215999908,48249.43,48327.92999253281,48882.46,48502.93055127765,0.008409662588101614,0.010167357169978136,18.621257231379715,-39.67742078381707,80.58981500508303,48882.46,50306.9431903381,47457.9768096619,0.058281976411911275,0.007851803093704453,0.6994558925308254,58500.0,0.0080282936562599,0.007851803093704453,0.01732839577236011,0.0019504539153498701,0,1.0
BANKNIFTY,2024-05-14,48302.7,48489.95,48125.0,48390.65,13131000,322200,3165,67118130,53633370,12913515,5066895,0.7990891581752948,121073700,0.0019504539153498701,0.001948554249850851,48199.63333333334,48300.635799995405,48203.0,48348.83666168854,48747.25,48482.51590523306,0.006820309439086466,0.006023573831393778,25.344695265567466,-43.13235121498292,39.34909293172767,48747.25,50061.20138756695,47433.29861243305,0.053908738957251984,0.009823091247672253,0.7463800219610082,34815.0,0.0019504539153498701,0.009823091247672253,0.007541746184438462,-0.00349241020734381,0,0.0
BANKNIFTY,2024-05-15,48422.85,48434.05,48055.75,48221.65,13135000,352515,30315,107949045,71561835,40830915,17928465,0.66292235378275,179863395,-0.00349241020734381,-0.0034985229080606505,48302.916666666664,48261.14289999771,48154.740000000005,48306.441107792365,48604.97,48435.08573996518,0.006838542716219202,0.006021415429949138,23.809168655528993,-63.23325464873051,5.154977071574927,48604.97,49788.82530196903,47421.11469803097,0.048713343593012395,0.08599634058125186,0.739792620356666,35985.0,-0.00349241020734381,0.08599634058125186,0.007845023967450366,0.0034953179743952845,0,1.0
BANKNIFTY,2024-05-16,48350.0,48466.9,47610.0,48390.2,26524000,377655,25140,38082045,33480810,9793230,11110980,0.879175737542456,71940510,0.0034953179743952845,0.003489223547701517,48334.166666666664,48325.67144999885,48242.15,48334.360738528245,48484.71,48426.92469623941,0.0043812948741639495,0.006338472632742705,42.38575356815482,-56.841488290709094,-15.510511382519752,48484.71,49445.98194995897,47523.438050041026,0.03965258119349267,0.06656869364896532,0.7856392191579198,58620.0,0.0034953179743952845,0.06656869364896532,0.017708130985199515,0.002572834995515638,0,1.0
BANKNIFTY,2024-05-17,48366.0,48600.0,48247.0,48514.7,19457000,398400,20745,44636640,42412770,6554595,8931960,0.9501783736410268,87447810,0.002572834995515638,0.002569530921569875,48375.51666666666,48420.18572499942,48362.729999999996,48394.4738256855,48403.95,48442.88384253088,0.004116077644721323,0.006421170481224622,51.7341912134312,-37.18593256986787,-22.73565177830246,48403.95,49167.921808671344,47639.97819132865,0.031566506810760175,0.05207078313253012,0.8374699513191693,76200.0,0.002572834995515638,0.05207078313253012,0.007276145168371649,-0.0010574114649786193,0,0.0
BANKNIFTY,2024-05-21,48497.9,48715.95,48378.2,48463.4,16470000,455340,48420,69626520,52236285,23529210,8206650,0.7502354706224008,122318145,-0.0010574114649786193,-0.0010579709188985177,48456.1,48441.792862499715,48396.12,48417.44921712367,48322.775,48446.6140530091,0.002896098756262985,0.006420065527235844,74.68434038024313,-28.378637224726845,-24.61664692711059,48322.775,48790.33135964507,47855.218640354935,0.019351386986573786,0.10633812096455396,0.8083202187527856,102825.0,-0.0010574114649786193,0.10633812096455396,0.006969176739560163,-0.0033912189404787796,0,0.0
BANKNIFTY,2024-05-22,48460.0,48500.65,47942.0,48299.05,33949000,554295,98955,107692125,65836260,38065605,13599975,0.611337737090804,174082680,-0.0033912189404787796,-0.0033969821566706957,48425.71666666667,48370.42143124986,48377.8,48377.98281141578,48290.4,48419.784225016876,0.0032768353634487104,0.005053172452854426,66.74160217889428,-39.849763130208885,-29.694352328143356,48290.4,48707.76560311885,47873.03439688115,0.01728565524902884,0.1785240711173653,0.7707699345358876,176640.0,-0.0033912189404787796,0.1785240711173653,0.01156648008604727,0.016881284414496767,1,1.0
BANKNIFTY,2024-05-23,48325.2,49184.9,48301.25,49114.4,47922000,620025,65730,31855125,38403435,4507590,16426080,1.2055653525139205,70878585,0.016881284414496767,0.01674037909695756,48625.61666666667,48742.41071562493,48556.35,48623.455207610525,48355.545,48546.07800295046,0.007873642808025194,0.00737697343619477,75.76626240352837,43.796722516468435,-5.197327379939426,48355.545,49021.778323243525,47689.31167675647,0.027555612215456438,0.10601185436071126,0.8792985342821217,221625.0,0.016881284414496767,0.10601185436071126,0.017991668431254406,0.004633060772400777,0,1.0
BANKNIFTY,2024-05-24,49165.0,49420.0,49015.0,49341.95,51878000,787830,167805,39072060,43448100,7216935,5044665,1.111999213760421,83307990,0.004633060772400777,0.0046223611815156265,48918.46666666667,49042.18035781247,48746.7,48862.95347174035,48494.425,48690.7820030364,0.007882678049974143,0.006113689349540095,77.6444263628968,125.82800102709734,38.47778208907283,48494.425,49342.14008218016,47646.70991781985,0.03496134172866902,0.21299645862686112,0.9258632295257145,332490.0,0.004633060772400777,0.21299645862686112,0.008208025827921272,0.005107216070706633,1,1.0
BANKNIFTY,2024-05-27,49474.7,50098.9,49346.4,49593.95,87285000,896715,108885,51759810,50822505,12687750,7374405,0.9818912588744046,103479030,0.005107216070706633,0.005094218478268605,49350.1,49318.06517890623,48962.55,49106.61898116023,48662.64,48854.99436669858,0.007855211391020746,0.005998492444863483,88.04335772898669,207.43379981214093,94.79645466342886,48662.64,49652.23866365678,47673.041336343216,0.040671803406341425,0.12142654020508188,0.9322058065723902,342420.0,0.005107216070706633,0.12142654020508188,0.015173221733699373,-0.0012844308630386436,0,0.0
BANKNIFTY,2024-05-28,49644.15,49819.95,49440.0,49530.25,76367000,1367955,471240,71718510,58550610,19958700,7728105,0.8163946796998431,131637075,-0.0012844308630386436,-0.0012852564513760871,49488.71666666667,49424.15758945311,49175.92,49247.82932077348,48786.020000000004,48977.76811856142,0.00789544479796483,0.00593522596844078,83.55555555555593,251.65307759740244,147.08199564142004,48786.020000000004,49875.3343941643,47696.705605835705,0.044656825630141554,0.3444850159544722,0.9454376483878786,747930.0,-0.0012844308630386436,0.3444850159544722,0.007671069699829843,-0.010480463958893793,-1,0.0
