INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,Unnamed: 15
FUTIDX,BANKNIFTY,25-Jan-2024,0.0,XX,48002.25,48380.0,47933.2,48306.25,48306.25,131903,953386.71,2027040,13245,15-JAN-2024,
FUTIDX,BANKNIFTY,29-Feb-2024,0.0,XX,48240.05,48705.6,48240.05,48643.15,48643.15,8570,62355.38,219660,17115,15-JAN-2024,
FUTIDX,BANKNIFTY,28-Mar-2024,0.0,XX,48599.0,48995.0,48592.15,48931.75,48931.75,2443,17881.63,79590,4965,15-JAN-2024,
FUTIDX,FINNIFTY,30-Jan-2024,0.0,XX,21431.95,21557.3,21394.35,21537.15,21537.15,1771,15223.99,78800,2360,15-JAN-2024,
FUTIDX,FINNIFTY,27-Feb-2024,0.0,XX,21593.8,21798.8,21545.0,21675.4,21675.4,27,233.92,1680,320,15-JAN-2024,
FUTIDX,FINNIFTY,26-Mar-2024,0.0,XX,21799.95,21829.5,21799.95,21829.5,21829.5,3,26.17,400,0,15-JAN-2024,
FUTIDX,MIDCPNIFTY,29-Jan-2024,0.0,XX,10555.0,10658.3,10541.7,10636.15,10636.15,3535,28123.19,694200,3450,15-JAN-2024,
FUTIDX,MIDCPNIFTY,26-Feb-2024,0.0,XX,10569.0,10790.0,10565.0,10685.5,10685.5,128,1022.96,13425,3675,15-JAN-2024,
FUTIDX,MIDCPNIFTY,22-Mar-2024,0.0,XX,10610.0,10692.8,10610.0,10657.4,10657.4,13,103.93,3150,-75,15-JAN-2024,
FUTIDX,NIFTY,25-Jan-2024,0.0,XX,22050.2,22149.9,21995.0,22133.3,22133.3,103458,1142369.45,12384650,454550,15-JAN-2024,
FUTIDX,NIFTY,29-Feb-2024,0.0,XX,22180.0,22286.8,22135.0,22274.0,22274.0,16086,178712.52,1695750,210000,15-JAN-2024,
FUTIDX,NIFTY,28-Mar-2024,0.0,XX,22286.0,22410.0,22215.05,22398.5,22398.5,5569,62216.08,456850,66800,15-JAN-2024,
FUTSTK,AARTIIND,25-Jan-2024,0.0,XX,620.1,620.15,607.0,613.95,613.95,2235,13699.5,11849000,-205000,15-JAN-2024,
FUTSTK,AARTIIND,29-Feb-2024,0.0,XX,624.0,624.0,611.95,618.75,618.75,636,3928.56,3358000,136000,15-JAN-2024,
FUTSTK,AARTIIND,28-Mar-2024,0.0,XX,622.75,626.2,619.4,624.45,624.45,20,124.42,202000,1000,15-JAN-2024,
FUTSTK,ABB,25-Jan-2024,0.0,XX,4800.6,4807.2,4735.0,4763.4,4763.4,1626,9689.42,994500,-250,15-JAN-2024,
FUTSTK,ABB,29-Feb-2024,0.0,XX,4835.1,4848.7,4774.45,4803.7,4803.7,169,1015.8,29125,1875,15-JAN-2024,
FUTSTK,ABB,28-Mar-2024,0.0,XX,4865.25,4865.25,4817.3,4817.3,4817.5,3,18.18,3125,125,15-JAN-2024,
FUTSTK,ABBOTINDIA,25-Jan-2024,0.0,XX,25984.2,26450.0,25772.55,26224.95,26224.95,1559,16323.88,193240,1040,15-JAN-2024,
FUTSTK,ABBOTINDIA,29-Feb-2024,0.0,XX,26529.6,26650.0,25960.4,26421.85,26421.85,167,1761.52,7400,1440,15-JAN-2024,
FUTSTK,ABBOTINDIA,28-Mar-2024,0.0,XX,26810.2,26810.25,26810.2,26810.25,26566.65,2,21.44,320,80,15-JAN-2024,
FUTSTK,ABCAPITAL,25-Jan-2024,0.0,XX,180.7,182.0,178.25,179.75,179.75,2067,20091.38,68099400,-151200,15-JAN-2024,
FUTSTK,ABCAPITAL,29-Feb-2024,0.0,XX,181.75,183.5,179.7,181.2,181.2,314,3075.7,3272400,491400,15-JAN-2024,
FUTSTK,ABCAPITAL,28-Mar-2024,0.0,XX,183.5,183.75,180.8,182.2,181.6,10,98.44,361800,10800,15-JAN-2024,
FUTSTK,ABFRL,25-Jan-2024,0.0,XX,233.85,235.0,228.4,231.65,231.65,4440,26651.58,31499000,-936000,15-JAN-2024,
FUTSTK,ABFRL,29-Feb-2024,0.0,XX,235.0,235.95,229.6,232.9,232.9,721,4351.59,2927600,478400,15-JAN-2024,
FUTSTK,ABFRL,28-Mar-2024,0.0,XX,236.9,237.35,231.0,234.3,234.3,45,273.66,501800,23400,15-JAN-2024,
FUTSTK,ACC,25-Jan-2024,0.0,XX,2341.05,2344.55,2316.4,2321.05,2321.05,1533,10710.56,3302100,-74400,15-JAN-2024,
FUTSTK,ACC,29-Feb-2024,0.0,XX,2358.8,2362.85,2339.0,2341.65,2341.65,122,859.02,142800,8100,15-JAN-2024,
FUTSTK,ACC,28-Mar-2024,0.0,XX,2365.35,2365.35,2365.35,2365.35,2352.0,1,7.09,6600,0,15-JAN-2024,
FUTSTK,ADANIENT,25-Jan-2024,0.0,XX,3140.0,3142.0,3074.7,3104.15,3104.15,6438,59972.51,13376100,63600,15-JAN-2024,
FUTSTK,ADANIENT,29-Feb-2024,0.0,XX,3160.75,3163.6,3101.4,3129.6,3129.6,538,5047.92,567000,23700,15-JAN-2024,
FUTSTK,ADANIENT,28-Mar-2024,0.0,XX,3176.0,3176.4,3135.05,3158.6,3158.6,43,406.82,33000,-3300,15-JAN-2024,
FUTSTK,ADANIPORTS,25-Jan-2024,0.0,XX,1215.55,1218.05,1191.7,1206.8,1206.8,6339,61150.87,39204800,-84800,15-JAN-2024,
FUTSTK,ADANIPORTS,29-Feb-2024,0.0,XX,1226.35,1227.15,1203.0,1216.75,1216.75,913,8878.93,1256800,160000,15-JAN-2024,
FUTSTK,ADANIPORTS,28-Mar-2024,0.0,XX,1234.65,1235.2,1215.25,1227.2,1227.2,94,921.57,161600,12000,15-JAN-2024,
FUTSTK,ALKEM,25-Jan-2024,0.0,XX,5019.9,5075.0,4988.0,5052.7,5052.7,1341,13512.12,1069400,18400,15-JAN-2024,
FUTSTK,ALKEM,29-Feb-2024,0.0,XX,4993.9,5051.05,4977.1,5047.25,5047.25,49,493.18,16400,1400,15-JAN-2024,
FUTSTK,ALKEM,28-Mar-2024,0.0,XX,5033.05,5033.05,5033.05,5033.05,5106.05,1,10.06,1800,0,15-JAN-2024,
FUTSTK,AMBUJACEM,25-Jan-2024,0.0,XX,535.45,537.6,527.1,532.6,532.6,3079,29513.79,47417400,-502200,15-JAN-2024,
FUTSTK,AMBUJACEM,29-Feb-2024,0.0,XX,540.15,540.85,532.0,537.1,537.1,561,5417.83,1562400,520200,15-JAN-2024,
FUTSTK,AMBUJACEM,28-Mar-2024,0.0,XX,538.2,542.7,538.05,542.05,542.05,4,38.89,138600,3600,15-JAN-2024,
FUTSTK,APOLLOHOSP,25-Jan-2024,0.0,XX,5831.05,5924.7,5810.35,5896.75,5896.75,4007,29474.72,1903375,-10000,15-JAN-2024,
FUTSTK,APOLLOHOSP,29-Feb-2024,0.0,XX,5874.15,5960.6,5848.25,5933.4,5933.4,202,1493.69,25375,1500,15-JAN-2024,
FUTSTK,APOLLOHOSP,28-Mar-2024,0.0,XX,5975.0,5999.0,5922.25,5973.55,5973.55,17,126.98,3750,250,15-JAN-2024,
FUTSTK,APOLLOTYRE,25-Jan-2024,0.0,XX,473.0,475.15,468.25,473.9,473.9,1540,12366.54,15701200,-34000,15-JAN-2024,
FUTSTK,APOLLOTYRE,29-Feb-2024,0.0,XX,475.3,477.5,471.4,476.65,476.65,104,840.12,323000,8500,15-JAN-2024,
