INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,Unnamed: 15
FUTIDX,BANKNIFTY,29-Feb-2024,0.0,XX,45179.85,45975.0,45110.15,45899.55,45899.55,219945,1503660.27,3116940,-194535,09-FEB-2024,
FUTIDX,BANKNIFTY,28-Mar-2024,0.0,XX,45649.95,46303.0,45457.6,46237.45,46237.45,11083,76398.28,249615,-1530,09-FEB-2024,
FUTIDX,BANKNIFTY,25-Apr-2024,0.0,XX,45818.8,46633.25,45800.0,46577.5,46577.5,2368,16436.52,38175,-315,09-FEB-2024,
FUTIDX,FINNIFTY,27-Feb-2024,0.0,XX,20143.85,20322.15,20063.0,20297.55,20297.55,3040,24588.95,81600,200,09-FEB-2024,
FUTIDX,FINNIFTY,26-Mar-2024,0.0,XX,20300.0,20457.65,20278.35,20457.65,20457.65,27,220.03,2920,120,09-FEB-2024,
FUTIDX,FINNIFTY,30-Apr-2024,0.0,XX,20411.5,20433.8,20411.5,20430.9,20430.9,3,24.51,160,40,09-FEB-2024,
FUTIDX,MIDCPNIFTY,26-Feb-2024,0.0,XX,10836.85,10846.3,10588.15,10755.65,10755.65,11783,94495.54,791775,-13875,09-FEB-2024,
FUTIDX,MIDCPNIFTY,22-Mar-2024,0.0,XX,10800.0,10845.75,10603.0,10764.9,10764.9,359,2880.71,13500,-675,09-FEB-2024,
FUTIDX,MIDCPNIFTY,29-Apr-2024,0.0,XX,10793.75,10793.75,10640.25,10773.2,10773.2,65,522.08,2550,-1050,09-FEB-2024,
FUTIDX,NIFTY,29-Feb-2024,0.0,XX,21809.9,21867.4,21674.2,21842.6,21842.6,151304,1648468.61,11684900,-606950,09-FEB-2024,
FUTIDX,NIFTY,28-Mar-2024,0.0,XX,21900.0,22008.0,21823.05,21989.45,21989.45,9932,108909.66,999400,83350,09-FEB-2024,
FUTIDX,NIFTY,25-Apr-2024,0.0,XX,22101.4,22155.0,21978.0,22138.35,22138.35,2229,24603.96,356700,-4200,09-FEB-2024,
