INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,Unnamed: 15
FUTIDX,BANKNIFTY,25-Jan-2024,0.0,XX,48062.3,48581.3,47995.65,48501.75,48501.75,154623,1120917.67,2046465,48150,04-JAN-2024,
FUTIDX,BANKNIFTY,29-Feb-2024,0.0,XX,48500.0,48895.0,48355.9,48813.7,48813.7,6649,48505.72,204540,14190,04-JAN-2024,
FUTIDX,BANKNIFTY,28-Mar-2024,0.0,XX,48651.15,49184.15,48643.2,49080.9,49080.9,3029,22234.3,74490,8640,04-JAN-2024,
FUTIDX,FINNIFTY,30-Jan-2024,0.0,XX,21460.05,21674.9,21430.0,21641.4,21641.4,1830,15791.37,76720,-280,04-JAN-2024,
FUTIDX,FINNIFTY,27-Feb-2024,0.0,XX,21599.95,21822.75,21599.95,21777.45,21777.45,50,434.24,2400,600,04-JAN-2024,
FUTIDX,FINNIFTY,26-Mar-2024,0.0,XX,21236.9,21997.3,21236.9,21997.3,21997.3,4,34.73,160,120,04-JAN-2024,
FUTIDX,MIDCPNIFTY,29-Jan-2024,0.0,XX,10409.5,10612.85,10408.85,10588.45,10588.45,4787,37784.66,660825,30525,04-JAN-2024,
FUTIDX,MIDCPNIFTY,26-Feb-2024,0.0,XX,10472.4,10610.0,10467.15,10601.75,10601.75,40,315.79,7125,150,04-JAN-2024,
FUTIDX,MIDCPNIFTY,22-Mar-2024,0.0,XX,10549.15,10598.0,10539.95,10593.35,10593.35,7,55.47,600,0,04-JAN-2024,
FUTIDX,NIFTY,25-Jan-2024,0.0,XX,21640.0,21810.0,21616.1,21785.95,21785.95,121774,1323648.94,11625050,-212500,04-JAN-2024,
FUTIDX,NIFTY,29-Feb-2024,0.0,XX,21778.05,21940.0,21773.25,21914.2,21914.2,7799,85281.13,1073150,2050,04-JAN-2024,
FUTIDX,NIFTY,28-Mar-2024,0.0,XX,21917.95,22070.0,21896.5,22042.75,22042.75,2909,32000.79,213900,41900,04-JAN-2024,
FUTSTK,AARTIIND,25-Jan-2024,0.0,XX,657.5,658.55,645.5,647.1,647.1,3048,19822.76,11181000,436000,04-JAN-2024,
FUTSTK,AARTIIND,29-Feb-2024,0.0,XX,663.0,663.8,650.8,652.55,652.55,279,1830.88,2319000,68000,04-JAN-2024,
FUTSTK,AARTIIND,28-Mar-2024,0.0,XX,663.3,663.3,657.0,662.0,654.5,8,52.85,54000,4000,04-JAN-2024,
FUTSTK,ABB,25-Jan-2024,0.0,XX,4812.05,4888.0,4803.4,4849.65,4849.65,1890,11459.04,989500,-23125,04-JAN-2024,
FUTSTK,ABB,29-Feb-2024,0.0,XX,4876.45,4929.8,4846.6,4889.7,4889.7,60,366.68,12625,625,04-JAN-2024,
FUTSTK,ABB,28-Mar-2024,0.0,XX,4900.0,4900.0,4900.0,4900.0,4900.3,2,12.25,625,250,04-JAN-2024,
FUTSTK,ABBOTINDIA,25-Jan-2024,0.0,XX,23521.9,23798.15,23315.5,23754.1,23754.1,2380,22447.97,189800,17680,04-JAN-2024,
FUTSTK,ABBOTINDIA,29-Feb-2024,0.0,XX,23900.0,23963.3,23548.05,23948.1,23948.1,35,332.34,2040,160,04-JAN-2024,
FUTSTK,ABBOTINDIA,28-Mar-2024,0.0,XX,0.0,0.0,0.0,23038.1,23938.7,0,0.0,0,0,04-JAN-2024,
FUTSTK,ABCAPITAL,25-Jan-2024,0.0,XX,172.1,175.95,171.4,175.4,175.4,5148,48344.28,73774800,691200,04-JAN-2024,
FUTSTK,ABCAPITAL,29-Feb-2024,0.0,XX,173.85,177.4,173.1,177.0,177.0,203,1919.22,2014200,43200,04-JAN-2024,
