INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,Unnamed: 15
FUTIDX,BANKNIFTY,25-Jan-2024,0.0,XX,48255.35,48440.0,48078.85,48224.95,48224.95,132841,961986.19,2017230,-9810,16-JAN-2024,
FUTIDX,BANKNIFTY,29-Feb-2024,0.0,XX,48639.85,48770.0,48420.55,48558.05,48558.05,7884,57490.48,234435,14775,16-JAN-2024,
FUTIDX,BANKNIFTY,28-Mar-2024,0.0,XX,48890.0,49051.65,48728.0,48864.6,48864.6,1933,14181.34,82515,2925,16-JAN-2024,
FUTIDX,FINNIFTY,30-Jan-2024,0.0,XX,21497.6,21570.0,21463.1,21503.7,21503.7,2726,23458.02,77960,-840,16-JAN-2024,
FUTIDX,FINNIFTY,27-Feb-2024,0.0,XX,21658.75,21796.9,21570.3,21670.0,21670.0,31,268.51,1720,40,16-JAN-2024,
FUTIDX,FINNIFTY,26-Mar-2024,0.0,XX,21821.8,21821.8,21800.7,21800.7,21726.6,3,26.17,360,-40,16-JAN-2024,
FUTIDX,MIDCPNIFTY,29-Jan-2024,0.0,XX,10620.05,10658.0,10450.0,10533.05,10533.05,5303,41988.82,726975,32775,16-JAN-2024,
FUTIDX,MIDCPNIFTY,26-Feb-2024,0.0,XX,10684.25,10703.95,10520.0,10582.45,10582.45,97,770.32,14175,750,16-JAN-2024,
FUTIDX,MIDCPNIFTY,22-Mar-2024,0.0,XX,10665.05,10689.15,10522.0,10582.05,10582.05,11,87.4,3150,0,16-JAN-2024,
FUTIDX,NIFTY,25-Jan-2024,0.0,XX,22089.9,22138.0,21964.7,22029.5,22029.5,103215,1138317.21,12209500,-175150,16-JAN-2024,
FUTIDX,NIFTY,29-Feb-2024,0.0,XX,22251.0,22277.7,22113.25,22175.9,22175.9,16076,178515.97,1898250,202500,16-JAN-2024,
FUTIDX,NIFTY,28-Mar-2024,0.0,XX,22362.3,22394.65,22242.0,22301.5,22301.5,3062,34190.66,468500,11650,16-JAN-2024,
FUTSTK,AARTIIND,25-Jan-2024,0.0,XX,612.85,618.95,595.1,602.1,602.1,3616,21831.47,11503000,-346000,16-JAN-2024,
FUTSTK,AARTIIND,29-Feb-2024,0.0,XX,615.2,623.65,600.35,606.5,606.5,1071,6524.33,3758000,400000,16-JAN-2024,
FUTSTK,AARTIIND,28-Mar-2024,0.0,XX,622.5,622.5,606.95,611.45,611.45,36,220.91,217000,15000,16-JAN-2024,
FUTSTK,ABB,25-Jan-2024,0.0,XX,4768.05,4842.0,4754.35,4808.2,4808.2,2528,15171.12,999250,4750,16-JAN-2024,
FUTSTK,ABB,29-Feb-2024,0.0,XX,4806.4,4880.0,4797.85,4848.45,4848.45,235,1422.37,29625,500,16-JAN-2024,
FUTSTK,ABB,28-Mar-2024,0.0,XX,4890.0,4890.0,4886.55,4886.55,4886.55,2,12.22,3125,0,16-JAN-2024,
FUTSTK,ABBOTINDIA,25-Jan-2024,0.0,XX,26589.8,26589.8,25651.3,25899.9,25899.9,1252,12990.36,182680,-10560,16-JAN-2024,
