INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,Unnamed: 15
FUTIDX,BANKNIFTY,29-Feb-2024,0.0,XX,46999.9,47089.0,46506.0,46980.3,46980.3,215873,1515853.66,2353590,-330975,22-FEB-2024,
FUTIDX,BANKNIFTY,28-Mar-2024,0.0,XX,47410.0,47500.05,46870.0,47324.8,47324.8,31457,222514.59,579615,92745,22-FEB-2024,
FUTIDX,BANKNIFTY,25-Apr-2024,0.0,XX,47675.6,47750.0,47215.0,47650.1,47650.1,3484,24811.87,74835,120,22-FEB-2024,
FUTIDX,FINNIFTY,27-Feb-2024,0.0,XX,20685.05,20720.0,20470.0,20678.1,20678.1,2150,17706.78,93800,-960,22-FEB-2024,
FUTIDX,FINNIFTY,26-Mar-2024,0.0,XX,20800.05,20861.5,20619.3,20841.35,20841.35,302,2504.82,7360,1520,22-FEB-2024,
FUTIDX,FINNIFTY,30-Apr-2024,0.0,XX,20790.05,21064.15,20790.0,20970.35,20970.35,7,58.61,680,120,22-FEB-2024,
FUTIDX,MIDCPNIFTY,26-Feb-2024,0.0,XX,10867.8,11012.7,10780.0,10994.65,10994.65,9589,78494.73,664500,-88725,22-FEB-2024,
FUTIDX,MIDCPNIFTY,22-Mar-2024,0.0,XX,10864.05,11010.8,10786.85,10985.0,10985.0,2699,22084.32,229125,128325,22-FEB-2024,
FUTIDX,MIDCPNIFTY,29-Apr-2024,0.0,XX,10900.35,11001.05,10798.05,10990.2,10990.2,51,417.69,5175,1050,22-FEB-2024,
FUTIDX,NIFTY,29-Feb-2024,0.0,XX,22119.8,22269.9,21943.0,22243.25,22243.25,206565,2282595.81,11136000,-66450,22-FEB-2024,
FUTIDX,NIFTY,28-Mar-2024,0.0,XX,22218.5,22410.0,22093.6,22383.2,22383.2,45705,508152.15,2543200,837800,22-FEB-2024,
FUTIDX,NIFTY,25-Apr-2024,0.0,XX,22375.75,22549.0,22240.15,22516.55,22516.55,6357,71168.34,737850,72400,22-FEB-2024,
FUTSTK,AARTIIND,29-Feb-2024,0.0,XX,692.65,696.05,679.3,685.4,685.4,2992,20509.4,8546000,-165000,22-FEB-2024,
FUTSTK,AARTIIND,28-Mar-2024,0.0,XX,697.4,701.1,684.1,690.2,690.2,1644,11344.36,4769000,618000,22-FEB-2024,
FUTSTK,AARTIIND,25-Apr-2024,0.0,XX,698.8,700.0,691.85,695.05,695.05,32,222.6,416000,13000,22-FEB-2024,
FUTSTK,ABB,29-Feb-2024,0.0,XX,5179.2,5449.0,5098.05,5428.1,5428.1,26650,176938.74,1647500,52500,22-FEB-2024,
FUTSTK,ABB,28-Mar-2024,0.0,XX,5192.0,5478.7,5120.0,5459.2,5459.2,7496,50037.31,366875,177625,22-FEB-2024,
FUTSTK,ABB,25-Apr-2024,0.0,XX,5250.0,5510.8,5150.0,5491.15,5491.15,179,1202.69,18250,7125,22-FEB-2024,
FUTSTK,ABBOTINDIA,29-Feb-2024,0.0,XX,29225.15,29376.45,28781.95,28896.2,28896.2,860,9960.83,170960,-7360,22-FEB-2024,
FUTSTK,ABBOTINDIA,28-Mar-2024,0.0,XX,29494.25,29601.6,29000.0,29100.55,29100.55,500,5827.48,23920,12000,22-FEB-2024,
FUTSTK,ABBOTINDIA,25-Apr-2024,0.0,XX,0.0,0.0,0.0,29705.0,29194.55,0,0.0,600,0,22-FEB-2024,
FUTSTK,ABCAPITAL,29-Feb-2024,0.0,XX,183.3,185.25,180.6,185.05,185.05,2234,22188.58,52914600,-4984200,22-FEB-2024,
FUTSTK,ABCAPITAL,28-Mar-2024,0.0,XX,183.65,186.4,182.0,186.1,186.1,1512,15133.83,11140200,3099600,22-FEB-2024,
FUTSTK,ABCAPITAL,25-Apr-2024,0.0,XX,184.85,187.8,184.5,187.8,186.65,12,120.35,567000,10800,22-FEB-2024,
FUTSTK,ABFRL,29-Feb-2024,0.0,XX,228.4,229.8,224.7,227.2,227.2,6639,39183.9,34587800,-4799600,22-FEB-2024,
FUTSTK,ABFRL,28-Mar-2024,0.0,XX,229.7,231.45,226.15,228.85,228.85,4698,27936.05,15605200,6783400,22-FEB-2024,
FUTSTK,ABFRL,25-Apr-2024,0.0,XX,230.0,232.55,228.5,230.5,230.5,83,497.46,522600,137800,22-FEB-2024,
FUTSTK,ACC,29-Feb-2024,0.0,XX,2600.9,2690.8,2600.9,2686.75,2686.75,1692,13546.9,4391400,-48900,22-FEB-2024,
FUTSTK,ACC,28-Mar-2024,0.0,XX,2691.5,2709.8,2642.05,2704.45,2704.45,733,5911.77,429000,72900,22-FEB-2024,
FUTSTK,ACC,25-Apr-2024,0.0,XX,2703.2,2725.0,2689.4,2719.3,2719.3,21,170.2,12900,600,22-FEB-2024,
FUTSTK,ADANIENT,29-Feb-2024,0.0,XX,3235.3,3278.9,3214.0,3268.5,3268.5,7965,77536.24,13264200,-270900,22-FEB-2024,
FUTSTK,ADANIENT,28-Mar-2024,0.0,XX,3264.85,3301.7,3239.6,3294.2,3294.2,2785,27287.59,1787100,406200,22-FEB-2024,
FUTSTK,ADANIENT,25-Apr-2024,0.0,XX,3288.65,3326.65,3277.0,3321.25,3321.25,68,674.34,273300,-7200,22-FEB-2024,
