INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,Unnamed: 15
FUTIDX,BANKNIFTY,29-Feb-2024,0.0,XX,45827.9,46387.85,45616.65,46085.65,46120.9,177807,1227037.66,892050,-443820,29-FEB-2024,
FUTIDX,BANKNIFTY,28-Mar-2024,0.0,XX,46285.4,46689.0,46030.0,46546.7,46546.7,196473,1367018.12,2440710,616605,29-FEB-2024,
FUTIDX,BANKNIFTY,25-Apr-2024,0.0,XX,46450.05,46999.5,46364.7,46868.9,46868.9,8239,57704.75,129960,23010,29-FEB-2024,
FUTIDX,FINNIFTY,26-Mar-2024,0.0,XX,20423.5,20582.5,20360.4,20564.2,20564.2,1241,10168.09,51280,-2760,29-FEB-2024,
FUTIDX,FINNIFTY,30-Apr-2024,0.0,XX,20589.5,20735.3,20502.15,20706.85,20706.85,45,371.46,1600,240,29-FEB-2024,
FUTIDX,FINNIFTY,28-May-2024,0.0,XX,0.0,0.0,0.0,20933.55,20746.55,0,0.0,0,0,29-FEB-2024,
FUTIDX,MIDCPNIFTY,22-Mar-2024,0.0,XX,10742.0,10872.3,10665.0,10842.95,10842.95,13283,107315.58,948450,60375,29-FEB-2024,
FUTIDX,MIDCPNIFTY,29-Apr-2024,0.0,XX,10780.25,10862.75,10696.35,10829.3,10829.3,63,509.75,12075,0,29-FEB-2024,
FUTIDX,MIDCPNIFTY,27-May-2024,0.0,XX,0.0,0.0,0.0,10821.0,11004.2,0,0.0,150,0,29-FEB-2024,
FUTIDX,NIFTY,29-Feb-2024,0.0,XX,21902.0,22029.95,21843.0,21957.4,21982.8,143145,1571006.95,3670800,-1507050,29-FEB-2024,
FUTIDX,NIFTY,28-Mar-2024,0.0,XX,22074.95,22199.55,22022.0,22160.5,22160.5,181719,2009095.47,13081300,3215450,29-FEB-2024,
FUTIDX,NIFTY,25-Apr-2024,0.0,XX,22220.0,22335.0,22162.8,22283.5,22283.5,9955,110753.56,987650,62650,29-FEB-2024,
FUTSTK,AARTIIND,29-Feb-2024,0.0,XX,649.5,663.05,643.05,657.25,655.95,3441,22397.8,431000,-1562000,29-FEB-2024,
FUTSTK,AARTIIND,28-Mar-2024,0.0,XX,651.95,667.0,646.7,661.75,661.75,5765,37806.23,12848000,1803000,29-FEB-2024,
FUTSTK,AARTIIND,25-Apr-2024,0.0,XX,655.35,669.65,640.0,667.2,667.2,241,1594.24,648000,55000,29-FEB-2024,
FUTSTK,ABB,29-Feb-2024,0.0,XX,5443.9,5481.25,5340.35,5451.8,5445.0,3213,21776.1,130875,-168875,29-FEB-2024,
FUTSTK,ABB,28-Mar-2024,0.0,XX,5440.4,5512.65,5372.5,5489.95,5489.95,5553,37887.74,1477750,174750,29-FEB-2024,
FUTSTK,ABB,25-Apr-2024,0.0,XX,5415.0,5540.0,5415.0,5526.4,5526.4,82,563.44,20125,3250,29-FEB-2024,
FUTSTK,ABBOTINDIA,29-Feb-2024,0.0,XX,28591.3,28607.85,28103.0,28326.6,28433.8,510,5772.36,3240,-6840,29-FEB-2024,
FUTSTK,ABBOTINDIA,28-Mar-2024,0.0,XX,28504.6,28926.8,28273.0,28574.7,28574.7,1162,13254.05,193800,7600,29-FEB-2024,
